Consumption prognosis in MWh,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,
,Hours,NO,SE,FI,DK1,DK2,EE,LV,LT
17-10-2019,11 - 12,16008,17292,9971,2852,1783,1155,1004,1606
17-10-2019,12 - 13,15818,17246,9992,2786,1766,1172,1016,1613
17-10-2019,13 - 14,15719,17159,9893,2778,1749,1149,1006,1605
17-10-2019,14 - 15,15737,17084,9813,2715,1714,1139,990,1571
17-10-2019,15 - 16,15722,17095,9794,2602,1666,1125,974,1526
17-10-2019,16 - 17,15895,17060,9776,2561,1649,1109,956,1487
17-10-2019,17 - 18,15970,17385,9853,2667,1744,1136,980,1534
17-10-2019,18 - 19,16029,17498,10063,2689,1815,1162,1016,1616
17-10-2019,19 - 20,16104,17262,10304,2603,1736,1119,991,1584
17-10-2019,20 - 21,15927,16593,10131,2466,1620,1050,905,1484
17-10-2019,21 - 22,15549,15732,9630,2330,1513,955,832,1330
17-10-2019,22 - 23,14953,14662,9564,2181,1392,852,749,1188
17-10-2019,23 - 00,14219,13685,9336,2002,1266,809,679,1101
18-10-2019,00 - 01,13870,12946,8818,1855,1166,763,638,1063
18-10-2019,01 - 02,13514,12647,8505,1813,1097,758,619,1043
18-10-2019,02 - 03,13367,12525,8334,1797,1070,753,611,1037
18-10-2019,03 - 04,13283,12528,8297,1812,1086,760,620,1050
18-10-2019,04 - 05,13357,12704,8394,1862,1113,799,661,1119
18-10-2019,05 - 06,13687,13475,8706,2006,1190,920,779,1346
18-10-2019,06 - 07,14810,15406,9515,2256,1336,1059,914,1547
18-10-2019,07 - 08,16107,16886,10032,2530,1548,1150,1002,1649
18-10-2019,08 - 09,16379,17150,10156,2702,1673,1173,1030,1686
18-10-2019,09 - 10,16392,17175,10332,2756,1730,1170,1024,1681
18-10-2019,10 - 11,16336,17166,10303,2828,1772,1153,1005,1665
18-10-2019,11 - 12,16085,16979,10298,2772,1747,1129,988,1638
18-10-2019,12 - 13,15930,16661,10275,2688,1722,1135,1004,1643
18-10-2019,13 - 14,15702,16385,10142,2598,1677,1124,985,1612
18-10-2019,14 - 15,15634,16123,10018,2516,1628,1118,962,1576
18-10-2019,15 - 16,15566,15976,9962,2439,1600,1095,951,1537
18-10-2019,16 - 17,15603,15885,9909,2442,1612,1084,929,1504
18-10-2019,17 - 18,15582,16196,9932,2592,1691,1105,941,1516
18-10-2019,18 - 19,15699,16342,10182,2606,1755,1125,974,1575
18-10-2019,19 - 20,15793,15997,10313,2442,1650,1095,957,1526
18-10-2019,20 - 21,15453,15221,10099,2264,1529,1035,892,1451
18-10-2019,21 - 22,15023,14457,9629,2093,1431,946,817,1326
18-10-2019,22 - 23,14506,13678,9600,1951,1297,848,735,1210
18-10-2019,23 - 00,14000,12968,9310,1797,1189,781,688,1121
19-10-2019,00 - 01,13406,12095,8862,1698,1103,800,645,1056
19-10-2019,01 - 02,13045,11736,8545,1593,1040,784,623,1033
19-10-2019,02 - 03,12865,11544,8372,1547,1010,776,618,1030
19-10-2019,03 - 04,12773,11473,8286,1587,1004,776,616,1040
19-10-2019,04 - 05,12716,11511,8315,1589,1006,789,629,1053
19-10-2019,05 - 06,12827,11737,8437,1638,1051,819,670,1133
19-10-2019,06 - 07,13155,12287,8710,1799,1109,855,728,1214
19-10-2019,07 - 08,13555,12873,8841,2018,1210,919,809,1299
19-10-2019,08 - 09,14001,13559,8930,2164,1333,983,867,1387
19-10-2019,09 - 10,14500,14270,9107,2245,1447,996,890,1418
19-10-2019,10 - 11,14732,14616,9177,2173,1501,993,883,1447
19-10-2019,11 - 12,14601,14626,9272,2128,1514,972,872,1435
19-10-2019,12 - 13,14380,14509,9250,2116,1506,973,863,1428
19-10-2019,13 - 14,14267,14342,9209,2061,1471,966,854,1400
19-10-2019,14 - 15,14179,14136,9161,2048,1449,969,836,1368
19-10-2019,15 - 16,14187,14108,9244,2139,1440,965,836,1364
19-10-2019,16 - 17,14291,14304,9331,2196,1481,975,835,1375
19-10-2019,17 - 18,14522,14824,9553,2340,1586,1005,860,1430
19-10-2019,18 - 19,14819,15254,9936,2388,1659,1046,919,1485
19-10-2019,19 - 20,14934,15024,10101,2240,1566,1025,906,1443
19-10-2019,20 - 21,14607,14447,9826,2101,1473,970,865,1376
19-10-2019,21 - 22,14244,13801,9355,1970,1396,901,794,1256
19-10-2019,22 - 23,13899,13139,9394,1877,1302,850,719,1143
19-10-2019,23 - 00,13501,12546,9236,1788,1222,801,661,1076
20-10-2019,00 - 01,13698,12081,8869,1701,1124,762,611,1032
20-10-2019,01 - 02,13440,11793,8539,1631,1072,742,592,1003
20-10-2019,02 - 03,13291,11632,8329,1594,1044,731,584,992
20-10-2019,03 - 04,13201,11575,8206,1622,1049,730,583,992
20-10-2019,04 - 05,13162,11635,8268,1664,1045,742,591,1019
20-10-2019,05 - 06,13183,11821,8354,1695,1077,776,625,1091
20-10-2019,06 - 07,13286,12214,8532,1749,1124,807,670,1153
20-10-2019,07 - 08,13609,12577,8538,1891,1207,845,717,1226
20-10-2019,08 - 09,14056,13203,8613,2019,1307,920,785,1327
20-10-2019,09 - 10,14492,13881,8792,2104,1420,944,826,1368
20-10-2019,10 - 11,14747,14350,8981,2137,1495,934,832,1371
20-10-2019,11 - 12,14769,14556,9081,2120,1515,923,825,1363
20-10-2019,12 - 13,14725,14577,9075,2053,1504,927,820,1355
20-10-2019,13 - 14,14704,14493,8998,2040,1488,917,816,1339
20-10-2019,14 - 15,14698,14423,8942,2065,1477,914,818,1326
20-10-2019,15 - 16,14777,14441,8977,2096,1472,927,820,1326
20-10-2019,16 - 17,14943,14784,9078,2154,1516,953,827,1341
20-10-2019,17 - 18,15182,15366,9276,2415,1670,1003,873,1425
20-10-2019,18 - 19,15550,15755,9596,2480,1778,1048,922,1513
20-10-2019,19 - 20,15829,15689,9801,2358,1679,1021,921,1464
20-10-2019,20 - 21,15723,15151,9581,2222,1549,970,872,1370
20-10-2019,21 - 22,15461,14468,9231,2091,1432,910,783,1247
20-10-2019,22 - 23,14966,13649,9350,1955,1316,841,699,1130
20-10-2019,23 - 00,14391,12930,9274,1834,1208,786,633,1031
21-10-2019,00 - 01,14178,12664,8861,1778,1127,768,607,1012
21-10-2019,01 - 02,13876,12483,8551,1754,1086,754,596,986
21-10-2019,02 - 03,13778,12455,8380,1770,1069,745,594,984
21-10-2019,03 - 04,13767,12524,8334,1771,1088,752,605,999
21-10-2019,04 - 05,13955,12788,8397,1825,1113,786,652,1081
21-10-2019,05 - 06,14394,13602,8703,1973,1194,921,777,1327
21-10-2019,06 - 07,15715,15493,9534,2368,1409,1065,912,1527
21-10-2019,07 - 08,17043,16941,10058,2774,1634,1148,1013,1633
21-10-2019,08 - 09,17411,17246,10135,2840,1720,1180,1043,1670
21-10-2019,09 - 10,17293,17285,10196,2843,1770,1172,1047,1655
21-10-2019,10 - 11,17225,17398,10151,2894,1817,1152,1023,1644
21-10-2019,11 - 12,17118,17322,10088,2877,1811,1127,1002,1611
21-10-2019,12 - 13,17023,17188,10069,2829,1797,1146,998,1631
21-10-2019,13 - 14,16874,17026,9969,2852,1779,1131,1002,1614
21-10-2019,14 - 15,16847,16933,9894,2811,1749,1117,982,1595
21-10-2019,15 - 16,16906,16970,9879,2731,1706,1096,964,1570
21-10-2019,16 - 17,17026,17002,9862,2738,1725,1090,941,1536
21-10-2019,17 - 18,17093,17353,9942,2907,1841,1117,969,1589
21-10-2019,18 - 19,17261,17478,10148,2876,1917,1125,1004,1615
21-10-2019,19 - 20,17512,17217,10388,2705,1814,1082,984,1559
21-10-2019,20 - 21,17348,16586,10215,2512,1688,1022,921,1479
21-10-2019,21 - 22,16948,15791,9715,2330,1565,951,825,1304
21-10-2019,22 - 23,16295,14755,9647,2165,1425,857,735,1191
21-10-2019,23 - 00,15525,13824,9419,2040,1265,812,664,1096
22-10-2019,00 - 01,14503,13341,9326,1883,1157,746,625,1040
22-10-2019,01 - 02,14193,13060,9033,1795,1086,738,608,1021
22-10-2019,02 - 03,14035,12928,8865,1793,1085,728,603,1016
22-10-2019,03 - 04,14014,12940,8834,1822,1106,730,611,1030
22-10-2019,04 - 05,14116,13094,8923,1900,1135,763,645,1097
22-10-2019,05 - 06,14483,13816,9215,2068,1231,880,765,1346
22-10-2019,06 - 07,15800,15607,10033,2373,1410,1042,900,1542
22-10-2019,07 - 08,17188,16984,10507,2775,1665,1141,989,1638
22-10-2019,08 - 09,17478,17210,10504,2887,1765,1175,1020,1688
22-10-2019,09 - 10,17397,17181,10521,2846,1784,1176,1019,1683
22-10-2019,10 - 11,17289,17213,10518,2856,1778,1165,1009,1670
22-10-2019,11 - 12,17089,17150,10516,2850,1744,1146,982,1641
22-10-2019,12 - 13,16988,17058,10488,2784,1713,1159,990,1661
22-10-2019,13 - 14,16973,16935,10417,2801,1704,1132,978,1642
22-10-2019,14 - 15,17032,16824,10338,2855,1707,1120,962,1623
22-10-2019,15 - 16,17111,16876,10310,2766,1691,1091,951,1587
22-10-2019,16 - 17,17239,16933,10339,2763,1710,1084,926,1560
22-10-2019,17 - 18,17115,17318,10463,2887,1815,1128,971,1614
22-10-2019,18 - 19,17153,17452,10644,2914,1876,1130,1006,1644
22-10-2019,19 - 20,17239,17210,10807,2799,1780,1092,972,1575
22-10-2019,20 - 21,17076,16587,10610,2622,1663,1039,917,1469
22-10-2019,21 - 22,16603,15784,10112,2456,1552,944,827,1328
22-10-2019,22 - 23,15976,14746,10054,2304,1423,855,732,1197
22-10-2019,23 - 00,15214,13819,9831,2121,1295,787,657,1114
23-10-2019,00 - 01,13803,13161,9359,1957,1188,762,633,1098
23-10-2019,01 - 02,13375,12851,9063,1884,1127,746,617,1066
23-10-2019,02 - 03,13154,12718,8895,1912,1120,755,607,1050
23-10-2019,03 - 04,13072,12748,8864,1944,1136,768,615,1079
23-10-2019,04 - 05,13169,12943,8953,1969,1163,797,660,1175
23-10-2019,05 - 06,13567,13746,9245,2090,1246,917,770,1392
23-10-2019,06 - 07,14715,15714,10062,2406,1448,1061,901,1588
23-10-2019,07 - 08,15929,17253,10535,2790,1716,1139,987,1682
23-10-2019,08 - 09,16226,17509,10532,2921,1810,1163,1031,1730
23-10-2019,09 - 10,16164,17491,10547,2884,1821,1170,1037,1713
23-10-2019,10 - 11,16122,17532,10546,2886,1828,1155,1012,1703
23-10-2019,11 - 12,15989,17452,10545,2855,1810,1132,998,1674
23-10-2019,12 - 13,15866,17339,10515,2826,1815,1144,1008,1694
23-10-2019,13 - 14,15826,17214,10445,2827,1808,1129,1006,1667
23-10-2019,14 - 15,15798,17122,10364,2811,1758,1120,995,1649
23-10-2019,15 - 16,15791,17150,10338,2725,1729,1107,976,1623
23-10-2019,16 - 17,16064,17178,10367,2709,1757,1095,943,1588
23-10-2019,17 - 18,16130,17591,10491,2859,1876,1133,980,1634
23-10-2019,18 - 19,16246,17730,10669,2842,1947,1122,1005,1669
23-10-2019,19 - 20,16263,17449,10831,2732,1858,1077,976,1608
23-10-2019,20 - 21,16021,16764,10635,2562,1732,1017,930,1501
23-10-2019,21 - 22,15572,15888,10133,2428,1627,932,820,1354
23-10-2019,22 - 23,14848,14775,10074,2286,1467,838,739,1218
23-10-2019,23 - 00,14038,13784,9850,2132,1322,773,668,1137
24-10-2019,00 - 01,13520,12949,9376,1910,1191,762,634,1093
24-10-2019,01 - 02,13213,12666,9082,1832,1124,759,617,1086
24-10-2019,02 - 03,13118,12549,8913,1817,1084,756,607,1079
24-10-2019,03 - 04,13046,12586,8881,1841,1090,764,613,1090
24-10-2019,04 - 05,13143,12779,8968,1904,1128,798,650,1159
24-10-2019,05 - 06,13562,13541,9261,2090,1214,902,768,1387
24-10-2019,06 - 07,14708,15389,10077,2403,1457,1050,890,1590
24-10-2019,07 - 08,15906,16850,10548,2763,1688,1146,978,1696
24-10-2019,08 - 09,16227,17085,10546,2834,1795,1172,1030,1742
24-10-2019,09 - 10,16055,17052,10561,2830,1816,1174,1030,1724
24-10-2019,10 - 11,16054,17055,10559,2870,1829,1164,1012,1703
24-10-2019,11 - 12,15884,16969,10558,2851,1827,1150,977,1675
24-10-2019,12 - 13,15685,16888,10531,2803,1810,1166,997,1697
24-10-2019,13 - 14,15539,16767,10460,2864,1814,1140,985,1682
24-10-2019,14 - 15,15546,16637,10382,2863,1795,1128,986,1660
24-10-2019,15 - 16,15600,16654,10356,2751,1792,1100,960,1620
24-10-2019,16 - 17,15720,16637,10384,2781,1831,1110,939,1589
24-10-2019,17 - 18,15765,17015,10509,2959,1944,1142,981,1640
24-10-2019,18 - 19,15973,17101,10688,2937,1974,1143,1001,1675
24-10-2019,19 - 20,16011,16788,10850,2731,1821,1100,966,1617
24-10-2019,20 - 21,15764,16111,10651,2618,1712,1040,912,1511
24-10-2019,21 - 22,15415,15261,10149,2480,1611,945,827,1351
24-10-2019,22 - 23,14835,14187,10090,2376,1477,851,739,1220
24-10-2019,23 - 00,14103,13228,9865,2154,1322,788,672,1144
25-10-2019,00 - 01,13467,12707,9393,2005,1204,775,626,1100
25-10-2019,01 - 02,13117,12413,9097,1952,1142,768,611,1063
25-10-2019,02 - 03,12946,12276,8929,1958,1127,766,602,1054
25-10-2019,03 - 04,12875,12272,8895,1947,1165,772,609,1062
25-10-2019,04 - 05,12940,12429,8982,1980,1232,804,647,1134
25-10-2019,05 - 06,13321,13112,9276,2145,1275,920,768,1385
25-10-2019,06 - 07,14470,14884,10093,2456,1472,1067,897,1586
25-10-2019,07 - 08,15734,16286,10626,2807,1728,1143,978,1676
25-10-2019,08 - 09,15993,16513,10716,2915,1798,1179,1026,1703
25-10-2019,09 - 10,15989,16514,10762,2872,1802,1176,1022,1690
25-10-2019,10 - 11,15900,16533,10751,2888,1829,1167,1008,1670
25-10-2019,11 - 12,15645,16369,10734,2914,1827,1145,966,1636
25-10-2019,12 - 13,15487,16166,10689,2802,1797,1152,997,1645
25-10-2019,13 - 14,15302,15890,10624,2750,1758,1140,970,1612
25-10-2019,14 - 15,15249,15620,10530,2645,1707,1130,952,1586
25-10-2019,15 - 16,15198,15476,10464,2537,1710,1102,941,1544
25-10-2019,16 - 17,15235,15497,10461,2512,1755,1093,921,1531
25-10-2019,17 - 18,15316,15980,10517,2610,1839,1138,965,1588
25-10-2019,18 - 19,15419,16220,10784,2672,1908,1127,984,1610
25-10-2019,19 - 20,15365,15883,10895,2561,1788,1088,951,1551
25-10-2019,20 - 21,14960,15185,10663,2409,1665,1024,891,1451
25-10-2019,21 - 22,14510,14505,10149,2211,1541,936,824,1325
25-10-2019,22 - 23,13989,13833,10155,2103,1413,845,739,1220
25-10-2019,23 - 00,13488,13240,9887,2001,1311,800,671,1129
26-10-2019,00 - 01,13704,12672,9417,1921,1233,760,638,1092
26-10-2019,01 - 02,13402,12375,9078,1849,1180,747,622,1053
26-10-2019,02 - 03,13192,12218,8875,1801,1136,748,608,1039
26-10-2019,03 - 04,13075,12155,8799,1773,1133,742,607,1037
26-10-2019,04 - 05,13033,12169,8821,1804,1133,744,622,1073
26-10-2019,05 - 06,13166,12345,8928,1835,1149,786,668,1159
26-10-2019,06 - 07,13471,12833,9226,1967,1200,835,721,1243
26-10-2019,07 - 08,13956,13378,9419,2136,1305,879,786,1325
26-10-2019,08 - 09,14458,13944,9471,2275,1411,950,833,1405
26-10-2019,09 - 10,14987,14582,9647,2265,1505,977,856,1456
26-10-2019,10 - 11,15220,14946,9728,2329,1555,974,852,1460
26-10-2019,11 - 12,15090,15045,9820,2317,1557,954,841,1446
26-10-2019,12 - 13,14945,14985,9815,2285,1552,941,831,1432
26-10-2019,13 - 14,14861,14865,9792,2290,1545,934,822,1406
26-10-2019,14 - 15,14814,14733,9745,2236,1519,928,809,1385
26-10-2019,15 - 16,14859,14787,9774,2183,1501,926,809,1379
26-10-2019,16 - 17,14982,15103,9923,2261,1550,944,813,1387
26-10-2019,17 - 18,15238,15570,10206,2449,1667,994,866,1460
26-10-2019,18 - 19,15604,15787,10553,2517,1784,1021,909,1491
26-10-2019,19 - 20,15663,15398,10645,2266,1678,991,889,1439
26-10-2019,20 - 21,15330,14892,10301,2117,1544,939,838,1363
26-10-2019,21 - 22,14985,14295,9854,2008,1414,875,768,1263
26-10-2019,22 - 23,14615,13693,9861,1896,1326,819,709,1161
26-10-2019,23 - 00,14236,13148,9700,1828,1250,779,650,1100
27-10-2019,00 - 01,14196,13062,9309,1731,1168,730,626,1071
27-10-2019,01 - 02,13962,12807,8993,1647,1097,720,602,1057
27-10-2019,02 - 03,13895,12673,8801,1602,1050,711,595,1044
27-10-2019,02 - 03,13828,12642,8516,1622,1025,706,595,1028
27-10-2019,03 - 04,13753,12648,8712,1683,1015,717,600,1020
27-10-2019,04 - 05,13748,12738,8797,1707,1026,752,613,1062
27-10-2019,05 - 06,13872,12944,8982,1775,1060,796,641,1161
27-10-2019,06 - 07,14045,13344,8993,1990,1132,833,679,1208
27-10-2019,07 - 08,14392,13726,9083,2159,1261,897,733,1300
27-10-2019,08 - 09,14853,14276,9278,2293,1440,931,798,1361
27-10-2019,09 - 10,15318,14889,9470,2307,1522,931,830,1379
27-10-2019,10 - 11,15680,15288,9576,2346,1582,928,835,1381
27-10-2019,11 - 12,15753,15488,9571,2349,1609,924,826,1382
27-10-2019,12 - 13,15729,15509,9520,2281,1580,916,820,1381
27-10-2019,13 - 14,15657,15503,9451,2261,1573,916,815,1367
27-10-2019,14 - 15,15615,15464,9487,2282,1548,923,812,1365
27-10-2019,15 - 16,15653,15685,9647,2265,1532,948,815,1386
27-10-2019,16 - 17,15752,16329,9892,2396,1639,1001,834,1478
27-10-2019,17 - 18,16000,16906,10138,2757,1837,1035,881,1520
27-10-2019,18 - 19,16436,17105,10239,2695,1794,1011,930,1493
27-10-2019,19 - 20,16634,16860,9995,2481,1707,950,907,1427
27-10-2019,20 - 21,16471,16368,9646,2268,1618,872,860,1326
27-10-2019,21 - 22,16198,15757,9781,2152,1499,802,788,1199
27-10-2019,22 - 23,15703,15045,9699,2087,1368,766,700,1108
27-10-2019,23 - 00,15112,14416,9341,1988,1245,769,616,1052
28-10-2019,00 - 01,14909,14334,9056,1910,1182,755,620,1047
28-10-2019,01 - 02,14613,14187,8896,1848,1132,750,609,1017
28-10-2019,02 - 03,14467,14180,8846,1891,1112,753,608,1014
28-10-2019,03 - 04,14478,14265,8922,1928,1136,784,625,1044
28-10-2019,04 - 05,14671,14551,9261,1984,1176,875,692,1179
28-10-2019,05 - 06,15120,15383,10076,2123,1279,1010,822,1412
28-10-2019,06 - 07,16473,17236,10583,2553,1498,1095,927,1581
28-10-2019,07 - 08,17883,18677,10638,2798,1733,1142,1007,1704
28-10-2019,08 - 09,18254,18952,10699,2883,1814,1151,1080,1736
28-10-2019,09 - 10,18092,18853,10677,2857,1800,1139,1082,1741
28-10-2019,10 - 11,17870,18684,10638,2894,1800,1120,1062,1739
28-10-2019,11 - 12,17631,18377,10601,2957,1784,1128,1054,1718
28-10-2019,12 - 13,17408,18097,10533,2953,1769,1114,1075,1730
28-10-2019,13 - 14,17255,18003,10456,2969,1758,1088,1069,1707
28-10-2019,14 - 15,17250,18023,10434,2904,1746,1063,1069,1692
28-10-2019,15 - 16,17406,18322,10463,2781,1750,1057,1068,1679
28-10-2019,16 - 17,17596,18772,10590,2765,1870,1078,1092,1706
28-10-2019,17 - 18,17712,19361,10766,3020,2039,1060,1083,1701
28-10-2019,18 - 19,17780,19381,10923,2904,1979,1024,1037,1650
28-10-2019,19 - 20,17889,19001,10721,2730,1848,968,994,1576
28-10-2019,20 - 21,17667,18421,10219,2549,1718,910,932,1465
28-10-2019,21 - 22,17239,17678,10160,2410,1594,828,832,1324
28-10-2019,22 - 23,16708,16731,9934,2281,1458,797,748,1214
28-10-2019,23 - 00,15946,15886,9542,2093,1323,848,674,1132
29-10-2019,00 - 01,15002,15281,9218,1960,1226,743,662,1093
29-10-2019,01 - 02,14660,15059,9038,1922,1156,736,648,1075
29-10-2019,02 - 03,14496,14990,9024,1923,1125,739,642,1070
29-10-2019,03 - 04,14429,15067,9120,1941,1127,752,648,1092
29-10-2019,04 - 05,14556,15283,9431,1985,1177,803,696,1172
29-10-2019,05 - 06,15028,16019,10233,2151,1305,939,819,1384
29-10-2019,06 - 07,16294,17740,10699,2532,1556,1077,946,1560
29-10-2019,07 - 08,17596,19098,10675,2886,1804,1178,1049,1687
29-10-2019,08 - 09,17803,19268,10684,2954,1881,1211,1091,1732
29-10-2019,09 - 10,17647,19085,10689,2921,1900,1201,1087,1728
29-10-2019,10 - 11,17500,18944,10674,2926,1894,1186,1066,1721
29-10-2019,11 - 12,17245,18608,10655,2895,1843,1170,1038,1698
29-10-2019,12 - 13,17066,18331,10594,2818,1817,1187,1064,1710
29-10-2019,13 - 14,17001,18268,10540,2816,1798,1176,1052,1691
29-10-2019,14 - 15,16986,18305,10540,2753,1758,1170,1060,1679
29-10-2019,15 - 16,17017,18599,10638,2669,1719,1168,1050,1662
29-10-2019,16 - 17,17182,19022,10791,2721,1781,1198,1089,1705
29-10-2019,17 - 18,17208,19555,10884,2999,1979,1197,1091,1701
29-10-2019,18 - 19,17350,19532,10957,2960,2013,1171,1057,1652
29-10-2019,19 - 20,17365,19144,10755,2820,1894,1129,1020,1583
29-10-2019,20 - 21,17190,18562,10282,2655,1763,1057,954,1479
29-10-2019,21 - 22,16819,17846,10243,2532,1635,966,852,1334
29-10-2019,22 - 23,16202,16915,10026,2351,1497,880,766,1209
29-10-2019,23 - 00,15437,16079,9565,2175,1371,826,698,1134
30-10-2019,00 - 01,15117,15425,9241,2047,1260,804,643,1158
30-10-2019,01 - 02,14811,15187,9065,1975,1193,794,624,1142
30-10-2019,02 - 03,14730,15099,9048,1955,1178,788,619,1136
30-10-2019,03 - 04,14728,15158,9144,1993,1195,795,634,1155
30-10-2019,04 - 05,14978,15370,9457,2075,1240,834,681,1238
30-10-2019,05 - 06,15637,16113,10260,2241,1364,978,803,1453
30-10-2019,06 - 07,16941,17856,10724,2604,1613,1108,937,1632
30-10-2019,07 - 08,18052,19208,10703,2951,1849,1210,1024,1746
30-10-2019,08 - 09,18245,19367,10710,3055,1962,1236,1072,1779
30-10-2019,09 - 10,18104,19232,10716,3017,1977,1224,1059,1766
30-10-2019,10 - 11,17999,19145,10704,3037,1928,1207,1045,1746
30-10-2019,11 - 12,17814,18989,10686,3015,1866,1199,1014,1712
30-10-2019,12 - 13,17711,18826,10626,2943,1826,1218,1026,1722
30-10-2019,13 - 14,17682,18761,10572,2943,1801,1201,1034,1708
30-10-2019,14 - 15,17542,18772,10574,2872,1773,1196,1016,1692
30-10-2019,15 - 16,17450,18961,10673,2793,1771,1190,1013,1672
30-10-2019,16 - 17,17482,19202,10826,2852,1866,1221,1049,1731
30-10-2019,17 - 18,17354,19557,10917,3161,2068,1221,1052,1732
30-10-2019,18 - 19,17458,19454,10990,3022,2014,1197,1010,1670
30-10-2019,19 - 20,17419,19024,10788,2855,1903,1158,969,1630
30-10-2019,20 - 21,17357,18406,10313,2713,1808,1100,911,1522
30-10-2019,21 - 22,16978,17633,10275,2582,1692,1001,816,1384
30-10-2019,22 - 23,16387,16660,10055,2378,1520,901,735,1265
30-10-2019,23 - 00,15661,15782,9597,2176,1401,850,668,1181
31-10-2019,00 - 01,15387,15344,9273,2064,1291,834,657,1178
31-10-2019,01 - 02,15101,15103,9092,1976,1207,828,640,1160
31-10-2019,02 - 03,15039,15006,9079,1966,1168,817,635,1155
31-10-2019,03 - 04,15029,15050,9175,1992,1187,826,647,1170
31-10-2019,04 - 05,15162,15218,9486,2066,1232,872,700,1241
31-10-2019,05 - 06,15698,15906,10288,2195,1342,1007,815,1457
31-10-2019,06 - 07,16974,17521,10755,2552,1564,1138,938,1637
31-10-2019,07 - 08,18349,18770,10732,2880,1758,1239,1032,1748
31-10-2019,08 - 09,18733,18898,10740,2974,1819,1267,1092,1773
31-10-2019,09 - 10,18564,18753,10746,2963,1849,1253,1083,1757
31-10-2019,10 - 11,18462,18670,10735,2983,1863,1242,1063,1739
31-10-2019,11 - 12,18213,18426,10718,2955,1838,1223,1031,1702
31-10-2019,12 - 13,18018,18176,10659,2886,1826,1241,1048,1712
31-10-2019,13 - 14,17944,18044,10605,2887,1821,1218,1044,1687
31-10-2019,14 - 15,17958,18085,10604,2805,1790,1210,1024,1670
31-10-2019,15 - 16,18031,18368,10702,2717,1764,1200,1007,1654
31-10-2019,16 - 17,18206,18736,10857,2762,1853,1228,1005,1731
31-10-2019,17 - 18,18302,19224,10948,3061,2027,1236,1032,1744
31-10-2019,18 - 19,18382,19144,11016,2929,1950,1209,1035,1682
31-10-2019,19 - 20,18269,18771,10816,2771,1818,1150,1009,1642
31-10-2019,20 - 21,17910,18230,10341,2627,1700,1092,936,1537
31-10-2019,21 - 22,17525,17546,10305,2473,1586,1005,855,1404
31-10-2019,22 - 23,16887,16668,10086,2305,1458,901,760,1281
31-10-2019,23 - 00,16085,15889,9821,2122,1354,846,693,1182
1/11/2019,00 - 01,15246,15313,9566,2003,1237,866,651,1081
1/11/2019,01 - 02,14826,15097,9425,1966,1174,863,633,1059
1/11/2019,02 - 03,14619,15031,9409,1981,1146,854,627,1047
1/11/2019,03 - 04,14529,15079,9471,2005,1171,859,639,1047
1/11/2019,04 - 05,14654,15259,9804,2054,1206,901,686,1073
1/11/2019,05 - 06,15106,15961,10621,2206,1301,1032,807,1152
1/11/2019,06 - 07,16342,17443,11028,2549,1512,1162,928,1224
1/11/2019,07 - 08,17809,18579,11059,2921,1760,1257,1013,1308
1/11/2019,08 - 09,18081,18987,11115,3053,1870,1281,1056,1370
1/11/2019,09 - 10,18040,18994,11073,3057,1889,1274,1052,1388
1/11/2019,10 - 11,17793,18960,10995,3053,1898,1262,1044,1384
1/11/2019,11 - 12,17466,18898,10887,2977,1879,1250,1009,1379
1/11/2019,12 - 13,17329,18643,10816,2838,1841,1266,1017,1368
1/11/2019,13 - 14,17115,18475,10796,2760,1803,1253,1029,1363
1/11/2019,14 - 15,17116,18255,10787,2654,1757,1240,1010,1362
1/11/2019,15 - 16,17143,18307,11045,2618,1740,1230,1015,1404
1/11/2019,16 - 17,17157,18697,11262,2720,1834,1254,1052,1505
1/11/2019,17 - 18,17288,18905,11212,2956,1978,1246,1036,1516
1/11/2019,18 - 19,17451,18445,11151,2826,1910,1210,1018,1491
1/11/2019,19 - 20,17412,17807,10899,2618,1777,1172,963,1442
1/11/2019,20 - 21,17021,17101,10365,2451,1659,1108,918,1366
1/11/2019,21 - 22,16583,16456,10418,2335,1559,1011,846,1262
1/11/2019,22 - 23,16022,15766,10106,2143,1447,913,753,1164
1/11/2019,23 - 00,15507,15122,9612,1995,1339,857,690,1139
2/11/2019,00 - 01,15397,14299,9334,1854,1236,740,650,1102
2/11/2019,01 - 02,15040,13993,9168,1771,1161,743,639,1087
2/11/2019,02 - 03,14866,13841,9086,1752,1147,745,631,1076
2/11/2019,03 - 04,14781,13804,9143,1788,1148,758,630,1059
2/11/2019,04 - 05,14789,13879,9220,1772,1138,791,649,1075
2/11/2019,05 - 06,14921,14090,9421,1853,1169,836,698,1162
2/11/2019,06 - 07,15216,14525,9505,2006,1238,897,757,1247
2/11/2019,07 - 08,15694,14838,9668,2185,1337,941,823,1333
2/11/2019,08 - 09,16227,15371,9878,2343,1478,983,882,1416
2/11/2019,09 - 10,16768,15975,9972,2448,1592,979,906,1456
2/11/2019,10 - 11,17052,16302,10085,2472,1665,966,904,1460
2/11/2019,11 - 12,16957,16447,10035,2482,1692,966,895,1455
2/11/2019,12 - 13,16777,16504,9947,2473,1671,954,890,1448
2/11/2019,13 - 14,16659,16409,9951,2449,1667,962,889,1426
2/11/2019,14 - 15,16596,16361,10038,2431,1675,969,889,1416
