Wind power DK prognosis in MWh,,,
Data was last updated 31-12-2019,,,
,Hours,DK1,DK2
17-10-2019,17 - 18,655,180
17-10-2019,18 - 19,603,147
17-10-2019,19 - 20,591,131
17-10-2019,20 - 21,601,113
17-10-2019,21 - 22,581,84
17-10-2019,22 - 23,569,62
17-10-2019,23 - 00,612,53
18-10-2019,00 - 01,750,48
18-10-2019,01 - 02,775,64
18-10-2019,02 - 03,792,86
18-10-2019,03 - 04,828,123
18-10-2019,04 - 05,913,148
18-10-2019,05 - 06,1010,168
18-10-2019,06 - 07,1191,182
18-10-2019,07 - 08,1373,194
18-10-2019,08 - 09,1416,259
18-10-2019,09 - 10,1318,343
18-10-2019,10 - 11,1417,385
18-10-2019,11 - 12,1456,377
18-10-2019,12 - 13,1469,374
18-10-2019,13 - 14,1580,396
18-10-2019,14 - 15,1676,375
18-10-2019,15 - 16,1661,369
18-10-2019,16 - 17,1676,402
18-10-2019,17 - 18,1774,483
18-10-2019,18 - 19,2002,613
18-10-2019,19 - 20,2123,695
18-10-2019,20 - 21,2269,760
18-10-2019,21 - 22,2474,787
18-10-2019,22 - 23,2646,775
18-10-2019,23 - 00,2716,760
19-10-2019,00 - 01,3161,806
19-10-2019,01 - 02,3082,761
19-10-2019,02 - 03,3035,724
19-10-2019,03 - 04,2915,676
19-10-2019,04 - 05,2776,621
19-10-2019,05 - 06,2776,635
19-10-2019,06 - 07,2754,636
19-10-2019,07 - 08,2666,593
19-10-2019,08 - 09,2591,576
19-10-2019,09 - 10,2494,577
19-10-2019,10 - 11,2531,576
19-10-2019,11 - 12,2491,542
19-10-2019,12 - 13,2411,488
19-10-2019,13 - 14,2297,415
19-10-2019,14 - 15,2112,358
19-10-2019,15 - 16,1815,325
19-10-2019,16 - 17,1620,324
19-10-2019,17 - 18,1580,322
19-10-2019,18 - 19,1535,342
19-10-2019,19 - 20,1486,360
19-10-2019,20 - 21,1439,360
19-10-2019,21 - 22,1362,382
19-10-2019,22 - 23,1284,397
19-10-2019,23 - 00,1214,351
20-10-2019,00 - 01,1076,312
20-10-2019,01 - 02,1151,218
20-10-2019,02 - 03,1218,148
20-10-2019,03 - 04,1120,120
20-10-2019,04 - 05,985,92
20-10-2019,05 - 06,1013,86
20-10-2019,06 - 07,1054,74
20-10-2019,07 - 08,1011,64
20-10-2019,08 - 09,943,67
20-10-2019,09 - 10,887,66
20-10-2019,10 - 11,870,61
20-10-2019,11 - 12,774,52
20-10-2019,12 - 13,662,41
20-10-2019,13 - 14,538,29
20-10-2019,14 - 15,430,24
20-10-2019,15 - 16,312,16
20-10-2019,16 - 17,216,11
20-10-2019,17 - 18,157,9
20-10-2019,18 - 19,117,10
20-10-2019,19 - 20,94,13
20-10-2019,20 - 21,66,13
20-10-2019,21 - 22,40,18
20-10-2019,22 - 23,33,43
20-10-2019,23 - 00,32,62
21-10-2019,00 - 01,65,70
21-10-2019,01 - 02,112,111
21-10-2019,02 - 03,172,158
21-10-2019,03 - 04,253,205
21-10-2019,04 - 05,369,226
21-10-2019,05 - 06,481,260
21-10-2019,06 - 07,578,296
21-10-2019,07 - 08,618,345
21-10-2019,08 - 09,647,371
21-10-2019,09 - 10,650,353
21-10-2019,10 - 11,682,356
21-10-2019,11 - 12,726,342
21-10-2019,12 - 13,801,330
21-10-2019,13 - 14,942,334
21-10-2019,14 - 15,975,346
21-10-2019,15 - 16,911,348
21-10-2019,16 - 17,903,360
21-10-2019,17 - 18,922,269
21-10-2019,18 - 19,882,164
21-10-2019,19 - 20,751,159
21-10-2019,20 - 21,612,204
21-10-2019,21 - 22,486,231
21-10-2019,22 - 23,386,354
21-10-2019,23 - 00,334,349
22-10-2019,00 - 01,115,147
22-10-2019,01 - 02,126,182
22-10-2019,02 - 03,153,255
22-10-2019,03 - 04,168,337
22-10-2019,04 - 05,186,339
22-10-2019,05 - 06,217,330
22-10-2019,06 - 07,284,325
22-10-2019,07 - 08,347,316
22-10-2019,08 - 09,406,349
22-10-2019,09 - 10,478,412
22-10-2019,10 - 11,634,479
22-10-2019,11 - 12,812,504
22-10-2019,12 - 13,988,444
22-10-2019,13 - 14,1267,394
22-10-2019,14 - 15,1514,357
22-10-2019,15 - 16,1702,336
22-10-2019,16 - 17,1825,339
22-10-2019,17 - 18,1921,329
22-10-2019,18 - 19,1956,316
22-10-2019,19 - 20,1915,311
22-10-2019,20 - 21,1901,300
22-10-2019,21 - 22,1877,251
22-10-2019,22 - 23,1864,213
22-10-2019,23 - 00,1825,185
23-10-2019,00 - 01,1867,202
23-10-2019,01 - 02,1779,184
23-10-2019,02 - 03,1764,164
23-10-2019,03 - 04,1641,139
23-10-2019,04 - 05,1439,103
23-10-2019,05 - 06,1354,81
23-10-2019,06 - 07,1329,67
23-10-2019,07 - 08,1279,65
23-10-2019,08 - 09,1219,66
23-10-2019,09 - 10,1136,65
23-10-2019,10 - 11,1097,69
23-10-2019,11 - 12,1091,71
23-10-2019,12 - 13,1061,66
23-10-2019,13 - 14,1093,64
23-10-2019,14 - 15,1029,55
23-10-2019,15 - 16,886,46
23-10-2019,16 - 17,748,40
23-10-2019,17 - 18,685,44
23-10-2019,18 - 19,652,72
23-10-2019,19 - 20,628,123
23-10-2019,20 - 21,667,191
23-10-2019,21 - 22,782,221
23-10-2019,22 - 23,880,248
23-10-2019,23 - 00,948,285
24-10-2019,00 - 01,1097,282
24-10-2019,01 - 02,1253,270
24-10-2019,02 - 03,1342,286
24-10-2019,03 - 04,1405,297
24-10-2019,04 - 05,1524,294
24-10-2019,05 - 06,1655,316
24-10-2019,06 - 07,1800,366
24-10-2019,07 - 08,1859,405
24-10-2019,08 - 09,1921,426
24-10-2019,09 - 10,1961,425
24-10-2019,10 - 11,2051,408
24-10-2019,11 - 12,2022,378
24-10-2019,12 - 13,1836,344
24-10-2019,13 - 14,1659,282
24-10-2019,14 - 15,1599,229
24-10-2019,15 - 16,1621,208
24-10-2019,16 - 17,1569,218
24-10-2019,17 - 18,1620,211
24-10-2019,18 - 19,1823,233
24-10-2019,19 - 20,2035,270
24-10-2019,20 - 21,2235,298
24-10-2019,21 - 22,2383,299
24-10-2019,22 - 23,2541,350
24-10-2019,23 - 00,2742,385
25-10-2019,00 - 01,2801,477
25-10-2019,01 - 02,3057,527
25-10-2019,02 - 03,3229,609
25-10-2019,03 - 04,3181,685
25-10-2019,04 - 05,2877,739
25-10-2019,05 - 06,2708,719
25-10-2019,06 - 07,2585,672
25-10-2019,07 - 08,2468,665
25-10-2019,08 - 09,2353,666
25-10-2019,09 - 10,2226,644
25-10-2019,10 - 11,2186,673
25-10-2019,11 - 12,2096,691
25-10-2019,12 - 13,1864,651
25-10-2019,13 - 14,1690,637
25-10-2019,14 - 15,1559,607
25-10-2019,15 - 16,1398,564
25-10-2019,16 - 17,1304,541
25-10-2019,17 - 18,1348,526
25-10-2019,18 - 19,1487,510
25-10-2019,19 - 20,1583,517
25-10-2019,20 - 21,1734,538
25-10-2019,21 - 22,2040,560
25-10-2019,22 - 23,2355,631
25-10-2019,23 - 00,2751,694
26-10-2019,00 - 01,3259,812
26-10-2019,01 - 02,3403,909
26-10-2019,02 - 03,3400,945
26-10-2019,03 - 04,3391,951
26-10-2019,04 - 05,3294,938
26-10-2019,05 - 06,3380,960
26-10-2019,06 - 07,3381,957
26-10-2019,07 - 08,2986,947
26-10-2019,08 - 09,2458,950
26-10-2019,09 - 10,1914,925
26-10-2019,10 - 11,1448,948
26-10-2019,11 - 12,1150,959
26-10-2019,12 - 13,1022,925
26-10-2019,13 - 14,964,913
26-10-2019,14 - 15,907,884
26-10-2019,15 - 16,888,848
26-10-2019,16 - 17,891,831
26-10-2019,17 - 18,912,854
26-10-2019,18 - 19,979,866
26-10-2019,19 - 20,967,878
26-10-2019,20 - 21,949,919
26-10-2019,21 - 22,906,928
26-10-2019,22 - 23,854,942
26-10-2019,23 - 00,950,930
27-10-2019,00 - 01,818,866
27-10-2019,01 - 02,1119,867
27-10-2019,02 - 03,1483,873
27-10-2019,02 - 03,1930,854
27-10-2019,03 - 04,2221,820
27-10-2019,04 - 05,2399,805
27-10-2019,05 - 06,2492,786
27-10-2019,06 - 07,2507,723
27-10-2019,07 - 08,2498,679
27-10-2019,08 - 09,2454,652
27-10-2019,09 - 10,2526,666
27-10-2019,10 - 11,2624,695
27-10-2019,11 - 12,2706,706
27-10-2019,12 - 13,2800,732
27-10-2019,13 - 14,2851,749
27-10-2019,14 - 15,2824,748
27-10-2019,15 - 16,2818,746
27-10-2019,16 - 17,2999,763
27-10-2019,17 - 18,3203,799
27-10-2019,18 - 19,3241,821
27-10-2019,19 - 20,3256,897
27-10-2019,20 - 21,3259,949
27-10-2019,21 - 22,3200,962
27-10-2019,22 - 23,3061,954
27-10-2019,23 - 00,2850,918
28-10-2019,00 - 01,2419,919
28-10-2019,01 - 02,2284,916
28-10-2019,02 - 03,2052,867
28-10-2019,03 - 04,1765,841
28-10-2019,04 - 05,1548,797
28-10-2019,05 - 06,1427,692
28-10-2019,06 - 07,1339,548
28-10-2019,07 - 08,1263,449
28-10-2019,08 - 09,1244,368
28-10-2019,09 - 10,1275,294
28-10-2019,10 - 11,1320,254
28-10-2019,11 - 12,1368,257
28-10-2019,12 - 13,1431,278
28-10-2019,13 - 14,1444,316
28-10-2019,14 - 15,1352,326
28-10-2019,15 - 16,1348,326
28-10-2019,16 - 17,1374,334
28-10-2019,17 - 18,1399,339
28-10-2019,18 - 19,1390,349
28-10-2019,19 - 20,1344,345
28-10-2019,20 - 21,1268,291
28-10-2019,21 - 22,1110,253
28-10-2019,22 - 23,918,226
28-10-2019,23 - 00,707,205
29-10-2019,00 - 01,503,200
29-10-2019,01 - 02,499,192
29-10-2019,02 - 03,478,159
29-10-2019,03 - 04,461,149
29-10-2019,04 - 05,458,170
29-10-2019,05 - 06,475,190
29-10-2019,06 - 07,477,181
29-10-2019,07 - 08,455,157
29-10-2019,08 - 09,425,152
29-10-2019,09 - 10,403,135
29-10-2019,10 - 11,362,137
29-10-2019,11 - 12,314,141
29-10-2019,12 - 13,306,109
29-10-2019,13 - 14,286,97
29-10-2019,14 - 15,284,84
29-10-2019,15 - 16,226,75
29-10-2019,16 - 17,212,75
29-10-2019,17 - 18,206,95
29-10-2019,18 - 19,198,118
29-10-2019,19 - 20,172,119
29-10-2019,20 - 21,138,91
29-10-2019,21 - 22,117,66
29-10-2019,22 - 23,96,56
29-10-2019,23 - 00,90,49
30-10-2019,00 - 01,102,29
30-10-2019,01 - 02,132,23
30-10-2019,02 - 03,167,18
30-10-2019,03 - 04,215,14
30-10-2019,04 - 05,261,12
30-10-2019,05 - 06,308,11
30-10-2019,06 - 07,349,9
30-10-2019,07 - 08,373,7
30-10-2019,08 - 09,373,7
30-10-2019,09 - 10,382,7
30-10-2019,10 - 11,428,8
30-10-2019,11 - 12,496,11
30-10-2019,12 - 13,577,14
30-10-2019,13 - 14,634,19
30-10-2019,14 - 15,704,21
30-10-2019,15 - 16,684,25
30-10-2019,16 - 17,709,34
30-10-2019,17 - 18,698,46
30-10-2019,18 - 19,670,57
30-10-2019,19 - 20,652,75
30-10-2019,20 - 21,610,85
30-10-2019,21 - 22,573,92
30-10-2019,22 - 23,533,97
30-10-2019,23 - 00,524,113
31-10-2019,00 - 01,541,90
31-10-2019,01 - 02,547,108
31-10-2019,02 - 03,555,123
31-10-2019,03 - 04,556,129
31-10-2019,04 - 05,540,128
31-10-2019,05 - 06,528,114
31-10-2019,06 - 07,521,102
31-10-2019,07 - 08,496,98
31-10-2019,08 - 09,516,95
31-10-2019,09 - 10,518,96
31-10-2019,10 - 11,489,102
31-10-2019,11 - 12,454,107
31-10-2019,12 - 13,435,99
31-10-2019,13 - 14,456,93
31-10-2019,14 - 15,439,77
31-10-2019,15 - 16,384,59
31-10-2019,16 - 17,388,49
31-10-2019,17 - 18,343,40
31-10-2019,18 - 19,300,35
31-10-2019,19 - 20,313,36
31-10-2019,20 - 21,337,39
31-10-2019,21 - 22,390,47
31-10-2019,22 - 23,483,65
31-10-2019,23 - 00,619,82
1/11/2019,00 - 01,793,110
1/11/2019,01 - 02,831,97
1/11/2019,02 - 03,804,86
1/11/2019,03 - 04,803,96
1/11/2019,04 - 05,863,118
1/11/2019,05 - 06,1000,140
1/11/2019,06 - 07,1152,187
1/11/2019,07 - 08,1321,258
1/11/2019,08 - 09,1549,340
1/11/2019,09 - 10,1846,424
1/11/2019,10 - 11,1937,504
1/11/2019,11 - 12,1979,552
1/11/2019,12 - 13,2001,549
1/11/2019,13 - 14,1996,564
1/11/2019,14 - 15,1938,574
1/11/2019,15 - 16,1835,572
1/11/2019,16 - 17,1871,580
1/11/2019,17 - 18,1948,613
1/11/2019,18 - 19,1989,634
1/11/2019,19 - 20,1979,627
1/11/2019,20 - 21,1924,581
1/11/2019,21 - 22,1843,525
1/11/2019,22 - 23,1719,458
1/11/2019,23 - 00,1643,412
2/11/2019,00 - 01,1148,259
2/11/2019,01 - 02,1143,246
2/11/2019,02 - 03,1173,222
2/11/2019,03 - 04,1203,221
2/11/2019,04 - 05,1233,242
2/11/2019,05 - 06,1251,246
2/11/2019,06 - 07,1218,246
2/11/2019,07 - 08,1214,236
2/11/2019,08 - 09,1198,226
2/11/2019,09 - 10,1258,240
2/11/2019,10 - 11,1360,252
2/11/2019,11 - 12,1474,256
2/11/2019,12 - 13,1545,302
2/11/2019,13 - 14,1626,354
2/11/2019,14 - 15,1665,363
2/11/2019,15 - 16,1582,313
2/11/2019,16 - 17,1541,301
2/11/2019,17 - 18,1432,353
2/11/2019,18 - 19,1361,349
2/11/2019,19 - 20,1360,357
2/11/2019,20 - 21,1425,396
2/11/2019,21 - 22,1419,384
2/11/2019,22 - 23,1389,328
2/11/2019,23 - 00,1337,281
3/11/2019,00 - 01,1433,333
3/11/2019,01 - 02,1409,329
3/11/2019,02 - 03,1377,268
3/11/2019,03 - 04,1372,249
3/11/2019,04 - 05,1386,263
3/11/2019,05 - 06,1351,259
3/11/2019,06 - 07,1283,220
3/11/2019,07 - 08,1220,207
3/11/2019,08 - 09,1140,210
3/11/2019,09 - 10,1061,199
3/11/2019,10 - 11,946,182
3/11/2019,11 - 12,814,145
3/11/2019,12 - 13,708,94
3/11/2019,13 - 14,603,72
3/11/2019,14 - 15,531,56
3/11/2019,15 - 16,463,49
3/11/2019,16 - 17,443,51
3/11/2019,17 - 18,477,68
3/11/2019,18 - 19,542,83
3/11/2019,19 - 20,617,103
3/11/2019,20 - 21,753,157
3/11/2019,21 - 22,904,175
3/11/2019,22 - 23,1043,189
3/11/2019,23 - 00,1205,215
4/11/2019,00 - 01,1465,147
4/11/2019,01 - 02,1670,168
4/11/2019,02 - 03,1856,210
4/11/2019,03 - 04,2109,272
4/11/2019,04 - 05,2396,339
4/11/2019,05 - 06,2613,401
4/11/2019,06 - 07,2804,462
4/11/2019,07 - 08,2866,463
4/11/2019,08 - 09,2881,463
4/11/2019,09 - 10,2938,432
4/11/2019,10 - 11,2989,432
4/11/2019,11 - 12,2942,480
4/11/2019,12 - 13,2992,452
4/11/2019,13 - 14,2978,424
4/11/2019,14 - 15,2966,370
4/11/2019,15 - 16,2912,351
4/11/2019,16 - 17,2908,365
4/11/2019,17 - 18,2986,371
4/11/2019,18 - 19,3037,371
4/11/2019,19 - 20,3081,369
4/11/2019,20 - 21,3061,383
4/11/2019,21 - 22,3076,462
4/11/2019,22 - 23,3003,468
4/11/2019,23 - 00,2912,441
5/11/2019,00 - 01,2658,425
5/11/2019,01 - 02,2588,438
5/11/2019,02 - 03,2468,438
5/11/2019,03 - 04,2402,414
5/11/2019,04 - 05,2398,424
5/11/2019,05 - 06,2369,423
5/11/2019,06 - 07,2322,421
5/11/2019,07 - 08,2231,388
5/11/2019,08 - 09,2150,413
5/11/2019,09 - 10,2132,391
5/11/2019,10 - 11,2080,367
5/11/2019,11 - 12,1903,346
5/11/2019,12 - 13,1832,324
5/11/2019,13 - 14,1666,311
5/11/2019,14 - 15,1512,305
5/11/2019,15 - 16,1396,276
5/11/2019,16 - 17,1298,232
5/11/2019,17 - 18,1307,236
5/11/2019,18 - 19,1310,235
5/11/2019,19 - 20,1244,233
5/11/2019,20 - 21,1178,220
5/11/2019,21 - 22,1064,196
5/11/2019,22 - 23,875,174
5/11/2019,23 - 00,752,176
6/11/2019,00 - 01,688,165
6/11/2019,01 - 02,632,159
6/11/2019,02 - 03,604,145
6/11/2019,03 - 04,579,109
6/11/2019,04 - 05,549,99
6/11/2019,05 - 06,516,91
6/11/2019,06 - 07,475,79
6/11/2019,07 - 08,435,67
6/11/2019,08 - 09,371,58
6/11/2019,09 - 10,312,45
6/11/2019,10 - 11,270,35
6/11/2019,11 - 12,228,29
6/11/2019,12 - 13,217,29
6/11/2019,13 - 14,202,29
6/11/2019,14 - 15,189,23
6/11/2019,15 - 16,183,18
6/11/2019,16 - 17,165,14
6/11/2019,17 - 18,141,12
6/11/2019,18 - 19,117,10
6/11/2019,19 - 20,98,9
6/11/2019,20 - 21,82,5
6/11/2019,21 - 22,70,5
6/11/2019,22 - 23,69,8
6/11/2019,23 - 00,83,13
7/11/2019,00 - 01,53,11
7/11/2019,01 - 02,52,14
7/11/2019,02 - 03,58,16
7/11/2019,03 - 04,72,15
7/11/2019,04 - 05,96,15
7/11/2019,05 - 06,121,14
7/11/2019,06 - 07,167,15
7/11/2019,07 - 08,214,19
7/11/2019,08 - 09,259,27
7/11/2019,09 - 10,316,23
7/11/2019,10 - 11,355,20
7/11/2019,11 - 12,385,22
7/11/2019,12 - 13,436,26
7/11/2019,13 - 14,469,39
7/11/2019,14 - 15,539,62
7/11/2019,15 - 16,650,84
7/11/2019,16 - 17,810,103
7/11/2019,17 - 18,1000,152
7/11/2019,18 - 19,1189,219
7/11/2019,19 - 20,1336,261
7/11/2019,20 - 21,1409,255
7/11/2019,21 - 22,1512,244
7/11/2019,22 - 23,1533,252
7/11/2019,23 - 00,1579,289
8/11/2019,00 - 01,1706,355
8/11/2019,01 - 02,1779,371
8/11/2019,02 - 03,1811,387
8/11/2019,03 - 04,1813,371
8/11/2019,04 - 05,1815,376
8/11/2019,05 - 06,1813,370
8/11/2019,06 - 07,1714,368
8/11/2019,07 - 08,1410,308
8/11/2019,08 - 09,1344,280
8/11/2019,09 - 10,1396,237
8/11/2019,10 - 11,1353,185
8/11/2019,11 - 12,1243,150
8/11/2019,12 - 13,1151,111
8/11/2019,13 - 14,1029,84
8/11/2019,14 - 15,882,59
8/11/2019,15 - 16,735,47
8/11/2019,16 - 17,711,43
8/11/2019,17 - 18,725,39
8/11/2019,18 - 19,766,30
8/11/2019,19 - 20,669,24
8/11/2019,20 - 21,521,22
8/11/2019,21 - 22,417,20
8/11/2019,22 - 23,329,19
8/11/2019,23 - 00,295,25
9/11/2019,00 - 01,240,13
9/11/2019,01 - 02,230,27
9/11/2019,02 - 03,222,46
9/11/2019,03 - 04,238,53
9/11/2019,04 - 05,279,55
9/11/2019,05 - 06,309,57
9/11/2019,06 - 07,335,63
9/11/2019,07 - 08,345,65
9/11/2019,08 - 09,345,72
9/11/2019,09 - 10,363,69
9/11/2019,10 - 11,369,69
9/11/2019,11 - 12,378,76
9/11/2019,12 - 13,395,91
9/11/2019,13 - 14,417,105
9/11/2019,14 - 15,435,117
9/11/2019,15 - 16,498,119
9/11/2019,16 - 17,524,114
9/11/2019,17 - 18,573,111
9/11/2019,18 - 19,584,120
9/11/2019,19 - 20,626,130
9/11/2019,20 - 21,675,123
9/11/2019,21 - 22,670,93
9/11/2019,22 - 23,653,77
9/11/2019,23 - 00,673,82
10/11/2019,00 - 01,454,57
10/11/2019,01 - 02,495,54
10/11/2019,02 - 03,538,52
10/11/2019,03 - 04,575,38
10/11/2019,04 - 05,609,29
10/11/2019,05 - 06,604,23
10/11/2019,06 - 07,642,22
10/11/2019,07 - 08,609,19
10/11/2019,08 - 09,570,17
10/11/2019,09 - 10,552,16
10/11/2019,10 - 11,474,16
10/11/2019,11 - 12,405,22
10/11/2019,12 - 13,349,23
10/11/2019,13 - 14,319,24
10/11/2019,14 - 15,309,21
10/11/2019,15 - 16,340,21
10/11/2019,16 - 17,349,27
10/11/2019,17 - 18,351,39
10/11/2019,18 - 19,359,62
10/11/2019,19 - 20,361,102
10/11/2019,20 - 21,369,159
10/11/2019,21 - 22,373,256
10/11/2019,22 - 23,420,356
10/11/2019,23 - 00,523,456
11/11/2019,00 - 01,1161,482
11/11/2019,01 - 02,1378,499
11/11/2019,02 - 03,1449,522
11/11/2019,03 - 04,1427,503
11/11/2019,04 - 05,1276,476
11/11/2019,05 - 06,961,419
11/11/2019,06 - 07,777,399
11/11/2019,07 - 08,719,379
11/11/2019,08 - 09,780,428
11/11/2019,09 - 10,1133,439
11/11/2019,10 - 11,1394,453
11/11/2019,11 - 12,1571,456
11/11/2019,12 - 13,1762,413
11/11/2019,13 - 14,1935,394
11/11/2019,14 - 15,2089,427
11/11/2019,15 - 16,2242,489
11/11/2019,16 - 17,2362,556
11/11/2019,17 - 18,2573,652
11/11/2019,18 - 19,2753,745
11/11/2019,19 - 20,2895,829
11/11/2019,20 - 21,2967,847
11/11/2019,21 - 22,3049,861
11/11/2019,22 - 23,3020,844
11/11/2019,23 - 00,2974,826
12/11/2019,00 - 01,2973,764
12/11/2019,01 - 02,3006,699
12/11/2019,02 - 03,2992,652
12/11/2019,03 - 04,3023,613
12/11/2019,04 - 05,3142,630
12/11/2019,05 - 06,3162,649
12/11/2019,06 - 07,3150,639
12/11/2019,07 - 08,3117,621
12/11/2019,08 - 09,3100,653
12/11/2019,09 - 10,3159,674
12/11/2019,10 - 11,3231,684
12/11/2019,11 - 12,3226,668
12/11/2019,12 - 13,3293,639
12/11/2019,13 - 14,3253,605
12/11/2019,14 - 15,3204,570
12/11/2019,15 - 16,3099,542
12/11/2019,16 - 17,2913,507
12/11/2019,17 - 18,2819,511
12/11/2019,18 - 19,2778,532
12/11/2019,19 - 20,2777,556
12/11/2019,20 - 21,2638,537
12/11/2019,21 - 22,2561,506
12/11/2019,22 - 23,2435,437
12/11/2019,23 - 00,2312,344
13-11-2019,00 - 01,1874,346
13-11-2019,01 - 02,1886,275
13-11-2019,02 - 03,1803,237
13-11-2019,03 - 04,1685,191
13-11-2019,04 - 05,1636,195
13-11-2019,05 - 06,1632,195
13-11-2019,06 - 07,1669,194
13-11-2019,07 - 08,1691,214
13-11-2019,08 - 09,1732,253
13-11-2019,09 - 10,1815,284
13-11-2019,10 - 11,1865,335
13-11-2019,11 - 12,1904,371
13-11-2019,12 - 13,2003,368
13-11-2019,13 - 14,2049,373
13-11-2019,14 - 15,2058,388
13-11-2019,15 - 16,2060,397
13-11-2019,16 - 17,2037,378
13-11-2019,17 - 18,2020,393
13-11-2019,18 - 19,2101,415
13-11-2019,19 - 20,2081,410
13-11-2019,20 - 21,1887,353
13-11-2019,21 - 22,1706,297
13-11-2019,22 - 23,1533,269
13-11-2019,23 - 00,1342,249
14-11-2019,00 - 01,1442,220
14-11-2019,01 - 02,1293,207
14-11-2019,02 - 03,1033,199
14-11-2019,03 - 04,838,152
14-11-2019,04 - 05,741,120
14-11-2019,05 - 06,727,102
14-11-2019,06 - 07,734,97
14-11-2019,07 - 08,695,93
14-11-2019,08 - 09,694,97
14-11-2019,09 - 10,742,117
14-11-2019,10 - 11,760,134
14-11-2019,11 - 12,757,97
14-11-2019,12 - 13,805,73
14-11-2019,13 - 14,846,69
14-11-2019,14 - 15,782,80
14-11-2019,15 - 16,736,101
14-11-2019,16 - 17,732,134
14-11-2019,17 - 18,775,214
14-11-2019,18 - 19,849,303
14-11-2019,19 - 20,961,364
14-11-2019,20 - 21,1064,381
14-11-2019,21 - 22,1134,416
14-11-2019,22 - 23,1094,453
14-11-2019,23 - 00,1048,482
15-11-2019,00 - 01,1319,536
15-11-2019,01 - 02,1441,599
15-11-2019,02 - 03,1544,633
15-11-2019,03 - 04,1712,683
15-11-2019,04 - 05,1879,741
15-11-2019,05 - 06,2084,805
15-11-2019,06 - 07,2304,857
15-11-2019,07 - 08,2478,880
15-11-2019,08 - 09,2591,899
15-11-2019,09 - 10,2743,906
15-11-2019,10 - 11,2918,933
15-11-2019,11 - 12,3026,963
15-11-2019,12 - 13,3146,966
15-11-2019,13 - 14,3209,957
15-11-2019,14 - 15,3320,972
15-11-2019,15 - 16,3310,960
15-11-2019,16 - 17,3193,930
15-11-2019,17 - 18,3213,932
15-11-2019,18 - 19,3239,950
15-11-2019,19 - 20,3257,975
15-11-2019,20 - 21,3136,922
15-11-2019,21 - 22,3127,870
15-11-2019,22 - 23,2994,796
15-11-2019,23 - 00,2837,717
16-11-2019,00 - 01,2564,632
16-11-2019,01 - 02,2352,594
16-11-2019,02 - 03,2028,475
16-11-2019,03 - 04,1819,406
16-11-2019,04 - 05,1749,374
16-11-2019,05 - 06,1645,349
16-11-2019,06 - 07,1604,318
16-11-2019,07 - 08,1511,294
16-11-2019,08 - 09,1375,262
16-11-2019,09 - 10,1296,236
16-11-2019,10 - 11,1238,240
16-11-2019,11 - 12,1163,227
16-11-2019,12 - 13,1099,207
16-11-2019,13 - 14,1029,231
16-11-2019,14 - 15,971,382
16-11-2019,15 - 16,891,567
16-11-2019,16 - 17,757,692
16-11-2019,17 - 18,708,780
16-11-2019,18 - 19,672,868
16-11-2019,19 - 20,731,951
16-11-2019,20 - 21,896,971
16-11-2019,21 - 22,1076,986
16-11-2019,22 - 23,1311,949
16-11-2019,23 - 00,1513,891
17-11-2019,00 - 01,1782,988
17-11-2019,01 - 02,1833,930
17-11-2019,02 - 03,1707,812
17-11-2019,03 - 04,1690,737
17-11-2019,04 - 05,1636,684
17-11-2019,05 - 06,1482,576
17-11-2019,06 - 07,1226,452
17-11-2019,07 - 08,1198,351
17-11-2019,08 - 09,1197,265
17-11-2019,09 - 10,1217,209
17-11-2019,10 - 11,1028,155
17-11-2019,11 - 12,945,105
17-11-2019,12 - 13,725,69
17-11-2019,13 - 14,495,37
17-11-2019,14 - 15,387,23
17-11-2019,15 - 16,302,33
17-11-2019,16 - 17,239,58
17-11-2019,17 - 18,194,113
17-11-2019,18 - 19,156,200
17-11-2019,19 - 20,177,340
17-11-2019,20 - 21,230,471
17-11-2019,21 - 22,254,560
17-11-2019,22 - 23,334,608
17-11-2019,23 - 00,497,629
18-11-2019,00 - 01,851,667
18-11-2019,01 - 02,1069,654
18-11-2019,02 - 03,1393,572
18-11-2019,03 - 04,1701,542
18-11-2019,04 - 05,2064,520
18-11-2019,05 - 06,2275,516
18-11-2019,06 - 07,2315,502
18-11-2019,07 - 08,2250,478
18-11-2019,08 - 09,2072,431
18-11-2019,09 - 10,1870,403
18-11-2019,10 - 11,1657,364
18-11-2019,11 - 12,1474,299
18-11-2019,12 - 13,1375,267
18-11-2019,13 - 14,1270,247
18-11-2019,14 - 15,1284,249
18-11-2019,15 - 16,1218,252
18-11-2019,16 - 17,1134,267
18-11-2019,17 - 18,1116,332
18-11-2019,18 - 19,1125,438
18-11-2019,19 - 20,1210,532
18-11-2019,20 - 21,1270,586
18-11-2019,21 - 22,1416,598
18-11-2019,22 - 23,1416,593
18-11-2019,23 - 00,1398,588
19-11-2019,00 - 01,1239,722
19-11-2019,01 - 02,1352,765
19-11-2019,02 - 03,1358,755
19-11-2019,03 - 04,1462,753
19-11-2019,04 - 05,1541,733
19-11-2019,05 - 06,1503,698
19-11-2019,06 - 07,1346,669
19-11-2019,07 - 08,1254,634
19-11-2019,08 - 09,1240,613
19-11-2019,09 - 10,1221,616
19-11-2019,10 - 11,1161,643
19-11-2019,11 - 12,1135,710
19-11-2019,12 - 13,1225,745
19-11-2019,13 - 14,1276,771
19-11-2019,14 - 15,1360,826
19-11-2019,15 - 16,1366,835
