Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2019,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
14-08-2017,10 - 11,"26,93","26,90","26,93","26,90","26,93","26,90","20,24","20,24","26,93","26,90","39,12","26,90","39,12","26,90","39,12","26,90","39,12","26,90","40,07","28,70","39,12","26,90","39,12","26,90"
14-08-2017,11 - 12,"26,93","26,62","26,93","26,62","26,93","26,62","20,07","20,07","26,93","26,62","39,22","26,62","39,22","26,62","39,22","26,62","39,22","26,62","40,02","26,62","39,22","26,62","39,22","26,62"
14-08-2017,12 - 13,"26,96","26,62","26,96","26,62","26,96","26,62","19,93","19,93","26,96","26,62","39,02","26,62","39,02","26,62","39,02","26,62","39,02","26,62","40,04","26,62","39,02","26,62","39,02","26,62"
14-08-2017,13 - 14,"26,95","26,62","26,95","26,62","26,95","26,62","19,91","19,91","26,95","26,62","39,13","26,62","39,13","26,62","39,13","26,62","39,13","26,62","40,01","26,62","39,13","26,62","39,13","26,62"
14-08-2017,14 - 15,"26,94","26,62","26,94","26,62","26,94","26,62","19,76","19,76","26,94","26,62","37,80","26,62","37,80","26,62","37,80","26,62","37,80","26,62","39,09","26,62","37,80","26,62","37,80","26,62"
14-08-2017,15 - 16,"26,93","26,62","26,93","26,62","26,93","26,62","19,67","19,67","26,93","26,62","36,99","26,62","36,99","26,62","36,99","26,62","36,99","26,62","37,21","26,62","36,99","26,62","36,99","26,62"
14-08-2017,16 - 17,"26,95","26,62","26,95","26,62","26,95","26,62","19,58","19,58","26,95","26,62","35,27","26,62","35,27","26,62","35,27","26,62","35,27","26,62","35,27","26,62","34,87","26,62","35,27","26,62"
14-08-2017,17 - 18,"26,91","26,91","26,91","26,91","26,91","26,91","19,47","19,47","26,91","26,91","36,68","30,60","36,68","30,60","36,68","30,60","36,68","30,60","36,68","30,60","37,07","30,60","37,07","30,60"
14-08-2017,18 - 19,"26,88","26,88","26,88","26,88","26,88","26,88","19,39","19,39","26,88","26,88","39,64","33,00","39,64","33,00","39,64","33,00","39,64","33,00","39,64","33,00","39,64","33,00","39,64","33,00"
14-08-2017,19 - 20,"26,85","26,85","26,85","26,85","26,85","26,85","19,38","19,38","26,85","26,85","41,32","33,00","41,32","33,00","41,32","33,00","41,32","33,00","41,32","33,00","41,96","33,00","41,96","33,00"
14-08-2017,20 - 21,"26,83","26,83","26,83","26,83","26,83","26,83","23,43","19,34","26,83","26,83","40,20","37,47","40,20","37,47","40,20","37,47","40,20","37,47","40,20","37,47","40,20","38,39","40,20","38,39"
14-08-2017,21 - 22,"26,82","26,82","26,82","26,82","26,82","26,82","23,43","19,30","26,82","26,82","40,20","36,74","40,20","36,74","40,20","36,74","40,20","36,74","40,20","36,74","40,20","36,74","40,20","36,74"
14-08-2017,22 - 23,"26,81","26,81","26,81","26,81","26,81","26,81","23,43","19,27","26,81","26,81","40,00","31,57","40,00","31,57","40,00","31,57","40,00","31,57","40,00","31,57","40,00","31,57","40,00","31,57"
14-08-2017,23 - 00,"26,65","26,65","26,65","26,65","26,65","26,65","19,17","19,17","26,65","26,65","26,82","26,82","26,82","26,82","26,82","26,82","26,82","26,82","26,82","26,82","26,82","26,82","26,82","26,82"
15-08-2017,00 - 01,"26,71","26,71","26,71","26,71","26,71","26,71","18,93","18,93","26,71","26,71","26,78","26,78","26,78","26,78","26,78","26,78","26,78","26,78","26,78","26,78","23,90","23,90","26,78","26,78"
15-08-2017,01 - 02,"26,13","26,13","26,13","26,13","26,33","26,33","18,68","18,68","26,13","26,13","26,33","26,33","26,33","26,33","26,33","26,33","26,33","26,33","26,33","26,33","23,05","23,05","26,33","26,33"
15-08-2017,02 - 03,"26,19","24,80","26,19","24,80","26,19","25,34","26,19","18,56","26,19","24,80","26,19","25,34","26,19","25,34","26,19","25,34","26,19","25,34","26,19","25,34","26,19","22,07","26,19","25,34"
15-08-2017,03 - 04,"28,86","23,96","28,86","23,96","28,86","25,31","28,86","18,48","28,86","23,96","31,50","25,31","31,50","25,31","31,50","25,31","31,50","25,31","31,50","25,31","31,50","23,96","31,50","25,31"
15-08-2017,04 - 05,"28,86","23,85","28,86","23,85","28,86","25,30","28,86","18,46","28,86","23,85","31,50","25,30","31,50","25,30","31,50","25,30","31,50","25,30","31,50","25,30","31,50","23,85","31,50","25,30"
15-08-2017,05 - 06,"28,86","25,00","28,86","25,00","28,86","26,37","28,86","18,50","28,86","25,00","28,86","27,56","28,86","27,56","28,86","27,56","28,86","27,56","28,86","27,56","28,86","21,47","28,86","27,56"
15-08-2017,06 - 07,"28,86","25,87","28,86","25,87","28,86","26,70","28,86","18,80","28,86","25,87","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,53","33,69","33,69","28,86","26,23","33,53","33,53"
15-08-2017,07 - 08,"26,89","26,89","26,89","26,89","26,89","26,89","19,28","19,28","26,89","26,89","35,00","35,00","35,00","35,00","35,00","35,00","35,00","35,00","40,03","40,03","35,00","35,00","35,00","35,00"
15-08-2017,08 - 09,"27,05","27,05","27,05","27,05","27,16","27,16","20,14","20,14","27,05","27,05","36,73","28,70","36,73","28,70","36,73","28,70","36,73","28,70","42,04","28,70","27,96","27,96","36,73","28,70"
15-08-2017,09 - 10,"27,08","27,08","27,08","27,08","27,25","27,25","20,47","20,47","27,08","27,08","34,97","34,97","34,97","34,97","34,97","34,97","34,97","34,97","49,01","49,01","27,08","27,08","34,97","34,97"
15-08-2017,10 - 11,"29,39","27,03","29,39","27,03","29,39","27,27","20,57","20,57","29,39","27,03","40,00","33,76","40,00","33,76","40,00","33,76","40,00","33,76","50,02","50,02","40,00","27,03","40,00","33,76"
15-08-2017,11 - 12,"31,53","26,96","31,53","26,96","31,53","27,39","22,45","20,45","31,53","26,96","36,80","31,91","36,80","31,91","36,80","31,91","36,80","31,91","48,80","48,80","36,80","26,96","36,80","31,91"
15-08-2017,12 - 13,"31,53","26,93","31,53","26,93","31,53","27,32","31,53","20,34","31,53","26,93","31,53","31,45","31,53","31,45","31,53","31,45","31,53","31,45","42,19","42,19","31,53","26,93","31,53","31,45"
15-08-2017,13 - 14,"31,53","26,92","31,53","26,92","31,53","27,30","31,53","20,32","31,53","26,92","31,53","31,35","31,53","31,35","31,53","31,35","31,53","31,35","42,13","42,13","31,53","26,92","31,53","31,35"
15-08-2017,14 - 15,"31,53","26,93","31,53","26,93","31,53","27,27","31,53","20,19","31,53","26,93","31,53","31,42","31,53","31,42","31,53","31,42","31,53","31,42","42,15","42,15","31,53","26,93","31,53","31,42"
15-08-2017,15 - 16,"31,53","26,94","31,53","26,94","31,53","27,22","31,53","20,18","31,53","26,94","31,53","31,31","31,53","31,31","31,53","31,31","31,53","31,31","47,88","47,88","31,53","31,31","31,53","31,31"
15-08-2017,16 - 17,"30,46","26,86","30,46","26,86","30,46","27,15","30,46","19,78","30,46","26,86","30,46","30,42","30,46","30,42","30,46","30,42","30,46","30,42","33,09","33,09","30,46","30,42","30,46","30,42"
15-08-2017,17 - 18,"29,93","26,84","29,93","26,84","29,93","27,07","29,93","19,72","29,93","26,84","31,52","31,52","31,52","31,52","31,52","31,52","31,52","31,52","40,00","40,00","31,34","31,34","31,52","31,52"
15-08-2017,18 - 19,"30,46","26,82","30,46","26,82","30,46","27,00","28,86","19,73","30,46","26,82","39,90","35,06","39,90","35,06","39,90","35,06","39,90","35,06","39,90","38,09","39,90","35,24","39,90","35,06"
15-08-2017,19 - 20,"30,46","26,79","30,46","26,79","30,46","26,88","28,86","19,74","30,46","26,79","45,00","35,30","45,00","35,30","45,00","35,30","45,00","35,30","45,00","36,28","45,00","35,30","45,00","35,30"
15-08-2017,20 - 21,"30,46","26,79","30,46","26,79","30,46","26,85","30,46","19,54","30,46","26,79","45,00","35,24","45,00","35,24","45,00","35,24","45,00","35,24","45,00","35,24","45,00","35,36","45,00","35,36"
15-08-2017,21 - 22,"26,79","26,79","26,79","26,79","26,80","26,80","19,46","19,46","26,79","26,79","34,11","27,70","34,11","27,70","34,11","27,70","34,11","27,70","34,11","27,70","34,95","27,70","34,95","27,70"
15-08-2017,22 - 23,"26,75","26,75","26,75","26,75","26,75","26,75","19,41","19,41","26,75","26,75","29,04","27,70","29,04","27,70","29,04","27,70","29,04","27,70","29,04","27,70","29,04","27,70","29,04","27,70"
15-08-2017,23 - 00,"26,58","25,10","26,58","25,10","26,58","25,10","19,30","19,30","26,58","25,10","27,10","25,10","27,10","25,10","27,10","25,10","27,10","25,10","27,10","25,10","27,10","25,10","27,10","25,10"
16-08-2017,00 - 01,"26,66","25,67","26,66","25,67","26,66","25,67","19,34","19,34","26,66","25,67","26,66","25,67","26,66","25,67","26,66","25,67","26,66","25,67","26,66","25,67","26,66","25,67","26,66","25,67"
16-08-2017,01 - 02,"27,27","26,06","27,27","26,06","27,27","26,06","27,27","19,26","27,27","26,06","27,27","26,06","27,27","26,06","27,27","26,06","27,27","26,06","27,27","26,06","27,27","26,06","27,27","26,06"
16-08-2017,02 - 03,"27,81","25,84","27,81","25,84","27,81","25,84","27,81","19,20","27,81","25,84","27,81","25,84","27,81","25,84","27,81","25,84","27,81","25,84","27,81","25,84","27,81","25,84","27,81","25,84"
16-08-2017,03 - 04,"29,95","25,83","29,95","25,83","29,95","25,83","29,95","19,17","29,95","25,83","29,95","25,83","29,95","25,83","29,95","25,83","29,95","25,83","29,95","25,83","29,95","25,83","29,95","25,83"
16-08-2017,04 - 05,"29,95","26,05","29,95","26,05","29,95","26,05","29,95","19,17","29,95","26,05","29,95","26,05","29,95","26,05","29,95","26,05","29,95","26,05","29,95","26,05","29,95","26,05","29,95","26,05"
16-08-2017,05 - 06,"29,95","26,61","29,95","26,61","29,95","26,61","29,95","19,23","29,95","26,61","32,00","27,42","32,00","27,42","32,00","27,42","32,00","27,42","32,00","27,42","32,00","27,42","32,00","27,42"
16-08-2017,06 - 07,"29,95","26,61","29,95","26,61","29,95","26,61","29,95","19,34","29,95","26,61","35,00","34,14","35,00","34,14","35,00","34,14","35,00","34,14","35,33","35,33","35,00","34,14","35,00","34,14"
16-08-2017,07 - 08,"28,88","26,76","28,88","26,76","28,88","26,76","28,88","19,87","28,88","26,76","52,69","37,61","52,69","37,61","52,69","37,61","52,69","37,61","80,00","40,09","52,69","37,61","52,69","37,61"
16-08-2017,08 - 09,"28,88","26,88","28,88","26,88","28,88","26,88","28,88","20,17","28,88","26,88","60,00","42,00","60,00","42,00","60,00","42,00","60,00","42,00","60,00","49,03","60,00","42,00","60,00","42,00"
16-08-2017,09 - 10,"28,88","26,92","28,88","26,92","28,88","26,96","28,88","20,26","28,88","26,92","60,00","42,39","60,00","42,39","60,00","42,39","60,00","42,39","119,97","119,97","60,00","42,39","60,00","42,39"
16-08-2017,10 - 11,"28,88","26,95","28,88","26,95","28,88","26,96","28,88","20,90","28,88","26,95","60,00","41,93","60,00","41,93","60,00","41,93","60,00","41,93","120,04","120,04","60,00","41,93","60,00","41,93"
16-08-2017,11 - 12,"27,27","26,92","27,27","26,92","27,27","26,92","27,27","20,97","27,27","26,92","107,57","41,92","107,57","41,92","107,57","41,92","107,57","41,92","107,57","62,95","107,57","41,92","107,57","41,92"
16-08-2017,12 - 13,"26,90","26,90","26,90","26,90","26,90","26,90","20,76","20,76","26,90","26,90","107,57","40,32","107,57","40,32","107,57","40,32","107,57","40,32","107,57","102,26","107,57","40,32","107,57","40,32"
16-08-2017,13 - 14,"26,88","26,88","26,88","26,88","26,88","26,88","20,47","20,47","26,88","26,88","88,75","40,03","88,75","40,03","88,75","40,03","88,75","40,03","88,75","60,88","88,75","40,03","88,75","40,03"
16-08-2017,14 - 15,"26,86","26,86","26,86","26,86","26,86","26,86","20,46","20,46","26,86","26,86","55,00","38,47","55,00","38,47","55,00","38,47","55,00","38,47","62,97","62,97","55,00","38,47","55,00","38,47"
16-08-2017,15 - 16,"26,83","26,83","26,83","26,83","26,83","26,83","20,37","20,37","26,83","26,83","52,69","35,35","52,69","35,35","52,69","35,35","52,69","35,35","80,06","80,06","52,69","35,35","52,69","35,35"
16-08-2017,16 - 17,"26,77","26,77","26,77","26,77","26,77","26,77","20,42","20,42","26,77","26,77","37,16","37,16","37,16","37,16","37,16","37,16","37,16","37,16","59,00","41,28","37,16","37,16","37,16","37,16"
16-08-2017,17 - 18,"26,74","26,74","26,74","26,74","26,74","26,74","20,33","20,33","26,74","26,74","39,94","39,94","39,94","39,94","39,94","39,94","39,94","39,94","110,00","42,29","39,94","39,94","39,94","39,94"
16-08-2017,18 - 19,"26,70","26,70","26,70","26,70","26,70","26,70","20,28","20,28","26,70","26,70","41,93","41,93","41,93","41,93","41,93","41,93","41,93","41,93","60,00","46,88","41,93","41,93","41,93","41,93"
16-08-2017,19 - 20,"26,67","26,67","26,67","26,67","26,67","26,67","20,25","20,25","26,67","26,67","43,15","43,15","43,15","43,15","43,15","43,15","43,15","43,15","43,15","43,15","43,15","43,15","43,15","43,15"
16-08-2017,20 - 21,"26,67","26,67","26,67","26,67","26,67","26,67","20,02","20,02","26,67","26,67","39,52","31,00","39,52","31,00","39,52","31,00","41,95","31,00","39,52","31,00","41,95","31,00","41,95","31,00"
16-08-2017,21 - 22,"26,66","26,66","26,66","26,66","26,66","26,66","19,92","19,92","26,66","26,66","40,10","31,00","40,10","31,00","40,10","31,00","40,10","31,00","40,10","31,00","40,10","31,00","40,10","31,00"
16-08-2017,22 - 23,"26,64","26,64","26,64","26,64","26,64","26,64","19,83","19,83","26,64","26,64","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02","36,02"
16-08-2017,23 - 00,"26,49","26,49","26,49","26,49","26,49","26,49","19,74","19,74","26,49","26,49","31,36","31,36","31,36","31,36","31,36","31,36","31,36","31,36","31,36","31,36","32,00","32,00","32,00","32,00"
17-08-2017,00 - 01,"25,72","25,72","25,72","25,72","26,12","26,12","19,38","19,38","25,72","25,72","30,03","30,03","30,03","30,03","30,03","30,03","30,03","30,03","30,03","30,03","29,82","29,82","30,03","30,03"
17-08-2017,01 - 02,"25,57","24,00","25,57","24,00","26,02","24,00","19,28","19,28","25,57","24,00","29,09","24,00","29,09","24,00","29,09","24,00","29,09","24,00","29,09","24,00","28,44","24,00","29,09","24,00"
17-08-2017,02 - 03,"25,51","21,80","25,51","21,80","25,96","21,80","19,25","19,25","25,51","21,80","27,55","21,80","27,55","21,80","27,55","21,80","27,55","21,80","27,55","21,80","26,96","21,80","27,55","21,80"
17-08-2017,03 - 04,"25,48","21,80","25,48","21,80","25,95","21,80","19,19","19,19","25,48","21,80","27,49","21,80","27,49","21,80","27,49","21,80","27,49","21,80","27,49","21,80","26,83","21,80","27,49","21,80"
17-08-2017,04 - 05,"25,20","21,80","25,20","21,80","25,93","21,80","19,20","19,20","25,20","21,80","29,15","21,80","29,15","21,80","29,15","21,80","29,15","21,80","29,15","21,80","26,96","21,80","29,15","21,80"
17-08-2017,05 - 06,"24,99","21,80","24,99","21,80","25,97","21,80","19,24","19,24","24,99","21,80","30,42","21,80","30,42","21,80","30,42","21,80","30,42","21,80","30,42","21,80","30,42","21,80","30,42","21,80"
17-08-2017,06 - 07,"25,47","24,19","25,47","24,19","25,97","24,19","19,38","19,38","25,47","24,19","38,17","24,19","38,17","24,19","38,17","24,19","38,17","24,19","39,99","26,50","33,94","24,19","38,17","24,19"
17-08-2017,07 - 08,"25,56","25,56","25,56","25,56","26,02","26,02","19,70","19,70","25,56","25,56","47,35","27,40","47,35","27,40","47,35","27,40","47,35","27,40","50,05","27,40","47,35","27,40","47,35","27,40"
17-08-2017,08 - 09,"25,67","25,67","25,67","25,67","26,53","26,53","20,15","20,15","25,67","25,67","47,32","27,40","47,32","27,40","47,32","27,40","47,32","27,40","50,05","27,40","47,32","27,40","47,32","27,40"
17-08-2017,09 - 10,"25,71","25,71","25,71","25,71","26,51","26,51","20,14","20,14","25,71","25,71","50,04","35,00","50,04","35,00","50,04","35,00","50,04","35,00","50,04","35,00","50,04","35,00","50,04","35,00"
17-08-2017,10 - 11,"25,74","25,74","25,74","25,74","26,54","26,54","20,22","20,22","25,74","25,74","50,06","32,40","50,06","32,40","50,06","32,40","50,06","32,40","50,06","33,00","50,06","32,40","50,06","32,40"
17-08-2017,11 - 12,"25,71","25,71","25,71","25,71","26,56","26,56","20,23","20,23","25,71","25,71","53,88","31,00","53,88","31,00","53,88","31,00","53,88","31,00","57,30","31,00","53,88","31,00","53,88","31,00"
17-08-2017,12 - 13,"25,73","25,73","25,73","25,73","26,58","26,58","20,23","20,23","25,73","25,73","50,36","31,00","50,36","31,00","50,36","31,00","50,36","31,00","57,32","33,20","50,36","31,00","50,36","31,00"
17-08-2017,13 - 14,"25,74","23,65","25,74","23,65","26,56","23,65","20,34","20,34","25,74","23,65","50,01","31,00","50,01","31,00","50,01","31,00","50,01","31,00","141,00","33,20","50,01","23,65","50,01","31,00"
17-08-2017,14 - 15,"25,73","21,50","25,73","21,50","26,54","21,50","20,03","20,03","25,73","21,50","47,77","24,30","47,77","24,30","47,77","24,30","47,77","24,30","141,00","47,00","38,31","21,50","47,77","24,30"
17-08-2017,15 - 16,"25,68","21,50","25,68","21,50","26,44","21,50","19,56","19,56","25,68","21,50","40,73","25,00","40,73","25,00","40,73","25,00","40,73","25,00","54,98","40,00","38,19","21,50","40,73","25,00"
17-08-2017,16 - 17,"25,73","22,04","25,73","22,04","26,41","22,04","19,57","19,57","25,73","22,04","36,26","36,26","36,26","36,26","36,26","36,26","36,26","36,26","39,83","39,83","36,26","36,26","36,26","36,26"
17-08-2017,17 - 18,"26,87","22,04","26,87","22,04","26,87","22,04","26,87","19,45","26,87","22,04","37,00","36,19","37,00","36,19","37,00","36,19","37,00","36,19","50,05","50,05","37,00","35,32","37,00","36,19"
17-08-2017,18 - 19,"26,87","25,68","26,87","25,68","26,87","25,99","26,87","19,43","26,87","25,68","38,40","37,42","38,40","37,42","38,40","37,42","38,40","37,42","49,04","49,04","38,40","37,42","38,40","37,42"
17-08-2017,19 - 20,"26,87","25,64","26,87","25,64","26,87","25,94","26,87","19,42","26,87","25,64","39,00","38,04","39,00","38,04","39,00","38,04","39,00","38,04","50,08","50,08","39,00","38,04","39,00","38,04"
17-08-2017,20 - 21,"25,64","25,64","25,64","25,64","25,91","25,91","19,43","19,43","25,64","25,64","37,45","37,45","37,45","37,45","37,45","37,45","37,45","37,45","37,45","37,45","37,45","37,45","37,45","37,45"
17-08-2017,21 - 22,"25,62","25,62","25,62","25,62","25,90","25,90","19,41","19,41","25,62","25,62","36,71","36,71","36,71","36,71","36,71","36,71","36,71","36,71","36,71","36,71","36,71","36,71","36,71","36,71"
17-08-2017,22 - 23,"25,51","25,51","25,51","25,51","25,78","25,78","19,40","19,40","25,51","25,51","39,00","31,73","39,00","31,73","39,00","31,73","39,00","31,73","39,00","31,73","39,00","31,73","39,00","31,73"
17-08-2017,23 - 00,"27,41","25,30","27,41","25,30","27,41","25,45","27,41","19,32","27,41","25,30","33,00","29,09","33,00","29,09","33,00","29,09","33,00","29,09","33,00","29,09","33,00","29,09","33,00","29,09"
18-08-2017,00 - 01,"28,52","25,36","28,52","25,36","28,52","26,06","28,52","19,05","28,52","25,36","28,52","28,50","28,52","28,50","28,52","28,50","28,52","28,50","28,52","28,50","28,52","28,50","28,52","28,50"
18-08-2017,01 - 02,"28,52","25,35","28,52","25,35","28,52","25,98","28,52","18,94","28,52","25,35","31,00","28,29","31,00","28,29","31,00","28,29","31,00","28,29","31,00","28,29","31,00","28,29","31,00","28,29"
18-08-2017,02 - 03,"27,45","25,26","27,45","25,26","27,45","25,96","27,45","18,80","27,45","25,26","32,00","27,28","32,00","27,28","32,00","27,28","32,00","27,28","32,00","27,28","32,00","27,28","32,00","27,28"
18-08-2017,03 - 04,"27,45","25,22","27,45","25,22","27,45","25,96","27,45","18,73","27,45","25,22","32,00","26,35","32,00","26,35","32,00","26,35","32,00","26,35","32,00","26,35","32,00","26,35","32,00","26,35"
18-08-2017,04 - 05,"27,45","25,23","27,45","25,23","27,45","25,96","27,45","18,80","27,45","25,23","32,00","27,70","32,00","27,70","32,00","27,70","32,00","27,70","32,00","27,70","32,00","27,70","32,00","27,70"
18-08-2017,05 - 06,"27,45","25,10","27,45","25,10","27,45","26,00","27,45","18,99","27,45","25,10","28,61","28,61","28,61","28,61","28,61","28,61","28,61","28,61","29,33","29,33","28,61","28,61","28,61","28,61"
18-08-2017,06 - 07,"25,34","25,34","25,34","25,34","26,45","26,45","24,76","19,11","25,34","25,34","33,63","33,63","33,63","33,63","33,63","33,63","33,63","33,63","46,99","46,99","33,63","33,63","33,63","33,63"
18-08-2017,07 - 08,"30,14","25,89","30,14","25,89","30,14","26,64","30,14","19,25","30,14","25,89","60,00","38,86","60,00","38,86","60,00","38,86","60,00","38,86","64,96","64,96","60,00","38,86","60,00","38,86"
18-08-2017,08 - 09,"30,14","26,15","30,14","26,15","30,14","26,83","30,14","20,26","30,14","26,15","81,00","43,29","81,00","43,29","81,00","43,29","81,00","43,29","81,00","72,01","81,00","43,29","81,00","43,29"
18-08-2017,09 - 10,"30,14","26,24","30,14","26,24","30,14","26,80","30,14","20,48","30,14","26,24","81,00","44,47","81,00","44,47","81,00","44,47","81,00","44,47","81,00","61,90","81,00","44,47","81,00","44,47"
18-08-2017,10 - 11,"30,14","26,33","30,14","26,33","30,14","26,87","30,14","20,56","30,14","26,33","127,00","48,01","127,00","48,01","127,00","48,01","127,00","48,01","127,00","57,58","127,00","48,01","127,00","48,01"
18-08-2017,11 - 12,"30,14","26,30","30,14","26,30","30,14","26,87","20,33","20,33","30,14","26,30","127,00","48,05","127,00","48,05","127,00","48,05","127,00","48,05","127,00","65,63","127,00","48,05","127,00","48,05"
18-08-2017,12 - 13,"29,06","26,25","29,06","26,25","29,06","26,85","23,68","19,54","29,06","26,25","80,00","40,96","80,00","40,96","80,00","40,96","80,00","40,96","80,00","68,95","40,96","40,96","80,00","40,96"
18-08-2017,13 - 14,"29,06","26,21","29,06","26,21","29,06","26,85","23,68","19,46","29,06","26,21","65,00","40,05","65,00","40,05","65,00","40,05","65,00","40,05","65,00","58,46","33,17","33,17","65,00","40,05"
18-08-2017,14 - 15,"28,52","26,31","28,52","26,31","28,52","26,80","19,44","19,44","28,52","26,31","102,70","38,69","102,70","38,69","102,70","38,69","102,70","38,69","102,70","52,70","31,10","31,10","102,70","38,69"
18-08-2017,15 - 16,"28,52","26,05","28,52","26,05","28,52","26,72","19,38","19,38","28,52","26,05","85,40","40,39","85,40","40,39","85,40","40,39","85,40","40,39","99,07","49,07","85,40","31,56","85,40","40,39"
18-08-2017,16 - 17,"28,52","25,93","28,52","25,93","28,52","26,64","19,78","19,78","28,52","25,93","44,00","33,89","44,00","33,89","44,00","33,89","44,00","33,89","80,00","42,37","44,00","33,89","44,00","33,89"
18-08-2017,17 - 18,"28,52","25,91","28,52","25,91","28,52","26,61","19,57","19,57","28,52","25,91","44,00","35,71","44,00","35,71","44,00","35,71","44,00","35,71","48,03","48,03","44,00","35,71","44,00","35,71"
18-08-2017,18 - 19,"28,52","25,81","28,52","25,81","28,52","26,56","19,53","19,53","28,52","25,81","50,00","37,43","50,00","37,43","50,00","37,43","50,00","37,43","50,00","48,05","50,00","37,43","50,00","37,43"
18-08-2017,19 - 20,"28,52","25,69","28,52","25,69","28,52","26,54","19,49","19,49","28,52","25,69","59,00","38,70","59,00","38,70","59,00","38,70","59,00","38,70","59,00","41,03","59,00","38,70","59,00","38,70"
18-08-2017,20 - 21,"27,99","25,64","27,99","25,64","27,99","26,53","19,46","19,46","27,99","25,64","59,00","36,99","59,00","36,99","59,00","36,99","59,00","36,99","59,00","36,99","59,00","36,99","59,00","36,99"
18-08-2017,21 - 22,"27,99","25,63","27,99","25,63","27,99","26,67","19,41","19,41","27,99","25,63","50,00","37,02","50,00","37,02","50,00","37,02","50,00","37,02","50,00","37,02","50,00","37,02","50,00","37,02"
18-08-2017,22 - 23,"27,99","25,53","27,99","25,53","27,99","26,65","19,38","19,38","27,99","25,53","44,17","34,95","44,17","34,95","44,17","34,95","44,17","34,95","44,17","34,95","44,17","34,95","44,17","34,95"
18-08-2017,23 - 00,"25,31","25,31","25,31","25,31","26,50","26,50","19,28","19,28","25,31","25,31","29,45","29,45","29,45","29,45","29,45","29,45","29,45","29,45","29,45","29,45","29,45","29,45","29,45","29,45"
19-08-2017,00 - 01,"26,26","24,00","26,26","24,00","26,89","24,00","19,01","19,01","26,26","24,00","29,12","24,00","29,12","24,00","29,12","24,00","29,12","24,00","29,12","24,00","22,22","22,22","29,12","24,00"
19-08-2017,01 - 02,"24,72","24,00","24,72","24,00","26,79","24,00","18,73","18,73","24,72","24,00","27,23","24,00","27,23","24,00","27,23","24,00","27,23","24,00","27,23","24,00","22,01","22,01","27,23","24,00"
19-08-2017,02 - 03,"24,07","24,07","24,07","24,07","26,74","26,74","23,61","18,56","24,07","24,07","31,50","26,92","31,50","26,92","31,50","26,92","31,50","26,92","31,50","26,92","24,07","24,07","31,50","26,92"
19-08-2017,03 - 04,"26,80","23,82","26,80","23,82","26,80","26,32","23,61","18,49","26,80","23,82","31,50","26,32","31,50","26,32","31,50","26,32","31,50","26,32","31,50","26,32","26,80","23,82","31,50","26,32"
19-08-2017,04 - 05,"26,83","23,52","26,83","23,52","26,83","25,83","23,61","18,43","26,83","23,52","31,50","25,83","31,50","25,83","31,50","25,83","31,50","25,83","31,50","25,83","26,83","23,52","31,50","25,83"
19-08-2017,05 - 06,"26,83","22,84","26,83","22,84","26,83","25,87","23,61","18,48","26,83","22,84","31,40","25,87","31,40","25,87","31,40","25,87","31,40","25,87","31,40","25,87","26,83","22,84","31,40","25,87"
19-08-2017,06 - 07,"23,61","23,00","23,61","23,00","26,62","26,62","23,61","18,63","23,61","23,00","26,62","26,62","26,62","26,62","26,62","26,62","26,62","26,62","26,62","26,62","23,61","23,00","26,62","26,62"
19-08-2017,07 - 08,"26,83","23,08","26,83","23,08","27,05","27,05","23,61","18,90","26,83","23,08","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","26,83","23,08","29,41","29,41"
19-08-2017,08 - 09,"26,83","24,38","26,83","24,38","27,07","27,07","24,68","19,11","26,83","24,38","35,00","29,46","35,00","29,46","35,00","29,46","35,00","29,46","35,00","29,46","26,83","24,38","35,00","29,46"
19-08-2017,09 - 10,"26,83","25,70","26,83","25,70","27,23","27,23","24,68","19,23","26,83","25,70","35,00","31,71","35,00","31,71","35,00","31,71","35,00","31,71","35,00","31,71","26,83","25,70","35,00","31,71"
19-08-2017,10 - 11,"26,83","26,07","26,83","26,07","27,18","27,18","26,83","19,32","26,83","26,07","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","32,31","26,83","26,07","32,31","32,31"
19-08-2017,11 - 12,"26,83","26,06","26,83","26,06","27,20","27,20","26,83","19,33","26,83","26,06","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","26,83","12,42","31,66","31,66"
19-08-2017,12 - 13,"26,03","26,03","26,03","26,03","27,18","27,18","19,31","19,31","26,03","26,03","30,24","30,24","30,24","30,24","30,24","30,24","30,24","30,24","30,24","30,24","7,13","7,00","30,24","30,24"
19-08-2017,13 - 14,"25,95","25,95","25,95","25,95","27,11","27,11","19,27","19,27","25,95","25,95","28,94","28,94","28,94","28,94","28,94","28,94","28,94","28,94","28,94","28,94","-0,07","-0,07","28,94","28,94"
