Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2019,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
12/2/2017,10 - 11,"32,57","28,08","32,57","28,08","32,57","28,08","24,58","24,58","32,57","28,08","32,57","28,08","32,57","28,08","32,57","28,08","32,57","28,08","32,57","28,08","32,57","28,08","32,57","28,08"
12/2/2017,11 - 12,"32,50","28,08","32,50","28,08","32,50","28,08","24,59","24,59","32,50","28,08","32,50","28,08","32,50","28,08","32,50","28,08","32,50","28,08","32,50","28,08","32,50","28,08","32,50","28,08"
12/2/2017,12 - 13,"31,57","31,57","31,57","31,57","31,57","31,57","24,60","24,60","31,57","31,57","31,57","31,57","31,57","31,57","31,57","31,57","31,57","31,57","31,57","31,57","31,40","31,40","31,57","31,57"
12/2/2017,13 - 14,"30,96","27,10","30,96","27,10","30,96","27,10","24,60","24,60","30,96","27,10","30,96","27,10","30,96","27,10","30,96","27,10","30,96","27,10","30,96","27,10","30,89","27,10","30,96","27,10"
12/2/2017,14 - 15,"30,91","27,38","30,91","27,38","30,91","27,38","24,58","24,58","30,91","27,38","30,91","27,38","30,91","27,38","30,91","27,38","30,91","27,38","30,91","27,38","30,02","27,38","30,91","27,38"
12/2/2017,15 - 16,"31,27","27,38","31,27","27,38","31,27","27,38","24,58","24,58","31,27","27,38","31,27","27,38","31,27","27,38","31,27","27,38","31,27","27,38","31,27","27,38","30,81","27,38","31,27","27,38"
12/2/2017,16 - 17,"32,14","27,38","32,14","27,38","32,14","27,38","24,57","24,57","32,14","27,38","32,14","27,38","32,14","27,38","32,14","27,38","32,14","27,38","32,14","27,38","32,14","27,38","32,14","27,38"
12/2/2017,17 - 18,"33,56","28,08","33,56","28,08","33,35","28,08","24,57","24,57","33,35","28,08","33,56","28,08","33,56","28,08","33,56","28,08","35,14","28,08","33,56","28,08","34,98","28,08","35,14","28,08"
12/2/2017,18 - 19,"33,67","28,80","33,67","28,80","33,37","28,80","24,58","24,58","33,37","28,80","33,67","28,80","33,67","28,80","33,67","28,80","35,56","28,80","33,67","28,80","33,67","28,80","35,56","28,80"
12/2/2017,19 - 20,"33,40","28,80","33,40","28,80","33,28","28,80","24,60","24,60","33,28","28,80","33,40","28,80","33,40","28,80","33,40","28,80","35,53","28,80","33,40","28,80","33,40","28,80","35,53","28,80"
12/2/2017,20 - 21,"32,92","29,21","32,92","29,21","32,92","29,21","24,61","24,61","32,92","29,21","32,92","29,21","32,92","29,21","32,92","29,21","32,92","29,21","32,92","29,21","32,92","29,21","32,92","29,21"
12/2/2017,21 - 22,"32,32","29,21","32,32","29,21","32,32","29,21","24,61","24,61","32,32","29,21","32,32","29,21","32,32","29,21","32,32","29,21","32,32","29,21","32,32","29,21","32,32","29,21","32,32","29,21"
12/2/2017,22 - 23,"32,39","29,21","32,39","29,21","32,39","29,21","24,72","24,72","32,39","29,21","32,39","29,21","32,39","29,21","32,39","29,21","32,39","29,21","32,39","29,21","32,39","29,21","32,39","29,21"
12/2/2017,23 - 00,"31,35","29,21","31,35","29,21","31,35","29,21","24,66","24,66","31,35","29,21","31,35","29,21","31,35","29,21","31,35","29,21","31,35","29,21","31,35","29,21","31,35","29,21","31,35","29,21"
13-02-2017,00 - 01,"30,88","25,00","30,88","25,00","28,83","25,00","24,04","24,04","30,88","25,00","28,83","25,00","28,83","25,00","28,83","25,00","28,83","25,00","28,83","25,00","28,83","25,00","28,83","25,00"
13-02-2017,01 - 02,"30,17","25,00","30,17","25,00","29,68","25,00","23,97","23,97","30,17","25,00","29,68","25,00","29,68","25,00","29,68","25,00","29,68","25,00","29,68","25,00","29,68","25,00","29,68","25,00"
13-02-2017,02 - 03,"30,37","25,00","30,37","25,00","30,37","25,00","23,90","23,90","30,37","25,00","30,37","25,00","30,37","25,00","30,37","25,00","30,37","25,00","30,37","25,00","30,37","25,00","30,37","25,00"
13-02-2017,03 - 04,"30,46","27,00","30,46","27,00","29,83","27,00","23,88","23,88","30,46","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00","29,83","27,00"
13-02-2017,04 - 05,"30,86","30,86","30,86","30,86","30,76","30,76","23,89","23,89","30,86","30,86","30,76","30,76","30,76","30,76","30,76","30,76","30,76","30,76","30,76","30,76","30,76","30,76","30,76","30,76"
13-02-2017,05 - 06,"32,22","32,22","32,22","32,22","32,22","32,22","23,94","23,94","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22","32,22"
13-02-2017,06 - 07,"33,30","33,30","33,30","33,30","33,30","33,30","25,24","25,24","33,30","33,30","33,30","33,30","33,30","33,30","33,30","33,30","36,58","36,58","42,00","36,58","33,30","33,30","36,58","36,58"
13-02-2017,07 - 08,"37,29","37,29","37,29","37,29","33,29","33,29","25,28","25,28","33,29","33,29","33,29","33,29","33,29","33,29","38,02","38,02","45,09","45,09","38,36","38,36","38,02","38,02","45,09","45,09"
13-02-2017,08 - 09,"40,18","40,18","40,18","40,18","33,30","29,20","25,32","25,32","33,30","33,30","33,30","29,20","33,30","29,20","40,18","40,18","49,54","49,54","40,18","40,18","40,18","40,18","49,54","49,54"
13-02-2017,09 - 10,"38,16","29,40","38,16","29,40","33,66","29,40","25,33","25,33","33,66","29,40","33,66","29,40","33,66","29,40","38,16","29,40","49,59","29,40","38,16","29,40","38,16","29,40","49,59","29,40"
13-02-2017,10 - 11,"35,76","29,40","35,76","29,40","33,44","29,40","25,33","25,33","33,44","29,40","33,44","29,40","33,44","29,40","35,92","29,40","49,65","29,40","35,92","29,40","35,92","29,40","49,65","29,40"
13-02-2017,11 - 12,"33,84","29,20","33,84","29,20","33,51","29,20","25,33","25,33","33,51","29,20","33,51","29,20","33,51","29,20","33,84","29,20","80,71","45,06","33,84","29,20","33,84","29,20","80,71","45,06"
13-02-2017,12 - 13,"33,55","29,20","33,55","29,20","33,55","29,20","25,33","25,33","33,55","29,20","33,55","29,20","33,55","29,20","33,55","29,20","37,24","29,20","33,55","29,20","33,55","29,20","37,24","29,20"
13-02-2017,13 - 14,"33,48","29,20","33,48","29,20","33,48","29,20","25,34","25,34","33,48","29,20","33,48","29,20","33,48","29,20","33,48","29,20","34,22","29,20","33,48","29,20","33,48","29,20","34,22","29,20"
13-02-2017,14 - 15,"33,36","29,50","33,36","29,50","33,36","29,50","25,32","25,32","33,36","29,50","33,36","29,50","33,36","29,50","33,36","29,50","38,23","29,50","33,36","29,50","33,36","29,50","38,23","29,50"
13-02-2017,15 - 16,"33,16","28,60","33,16","28,60","33,16","28,60","25,33","25,33","33,16","28,60","33,16","28,60","33,16","28,60","33,16","28,60","42,47","28,60","33,16","28,60","33,16","28,60","42,47","28,60"
13-02-2017,16 - 17,"33,60","28,65","33,60","28,65","33,27","28,65","25,33","25,33","33,27","28,65","33,27","28,65","33,27","28,65","33,60","28,65","45,63","28,65","33,60","28,65","33,60","28,65","45,63","28,65"
13-02-2017,17 - 18,"34,39","29,21","34,39","29,21","33,43","29,21","25,31","25,31","33,43","29,21","33,43","29,21","33,43","29,21","34,39","29,21","51,76","29,21","34,39","29,21","34,39","29,21","51,76","29,21"
13-02-2017,18 - 19,"34,16","29,40","34,16","29,40","33,36","29,40","25,30","25,30","33,36","29,40","33,36","29,40","33,36","29,40","34,16","29,40","52,83","29,40","34,16","29,40","34,16","29,40","52,83","29,40"
13-02-2017,19 - 20,"33,51","29,21","33,51","29,21","33,42","29,21","25,28","25,28","33,42","29,21","33,42","29,21","33,42","29,21","33,51","29,21","45,29","29,21","33,51","29,21","33,51","29,21","45,29","29,21"
13-02-2017,20 - 21,"33,12","29,21","33,12","29,21","33,12","29,21","25,27","25,27","33,12","29,21","33,12","29,21","33,12","29,21","33,12","29,21","42,08","29,21","33,12","29,21","33,12","29,21","42,08","29,21"
13-02-2017,21 - 22,"32,84","30,89","32,84","30,89","32,84","30,89","25,25","25,25","32,84","30,89","32,84","30,89","32,84","30,89","32,84","30,89","32,84","30,89","32,84","30,89","32,84","30,89","32,84","30,89"
13-02-2017,22 - 23,"32,19","30,89","32,19","30,89","32,19","30,89","24,28","24,28","32,19","30,89","32,19","30,89","32,19","30,89","32,19","30,89","32,19","30,89","32,19","30,89","32,19","30,89","32,19","30,89"
13-02-2017,23 - 00,"31,51","30,59","31,51","30,59","31,51","30,59","24,14","24,14","31,51","30,59","31,51","30,59","31,51","30,59","31,51","30,59","31,51","30,59","31,51","30,59","31,51","30,59","31,51","30,59"
14-02-2017,00 - 01,"31,44","30,49","31,44","30,49","31,44","30,49","23,46","23,46","31,44","30,49","31,44","30,49","31,44","30,49","31,44","30,49","31,44","30,49","31,44","30,49","31,44","30,49","31,44","30,49"
14-02-2017,01 - 02,"31,62","30,03","31,62","30,03","31,62","30,03","23,40","23,40","31,62","30,03","31,62","30,03","31,62","30,03","31,62","30,03","31,62","30,03","31,62","30,03","31,62","30,03","31,62","30,03"
14-02-2017,02 - 03,"30,88","30,10","30,88","30,10","30,88","30,10","23,38","23,38","30,88","30,10","30,88","30,10","30,88","30,10","30,88","30,10","30,88","30,10","30,88","30,10","30,88","30,10","30,88","30,10"
14-02-2017,03 - 04,"32,00","30,14","32,00","30,14","32,00","30,14","23,38","23,38","32,00","30,14","32,00","30,14","32,00","30,14","32,00","30,14","32,00","30,14","32,00","30,14","32,00","30,14","32,00","30,14"
14-02-2017,04 - 05,"32,00","30,62","32,00","30,62","32,00","30,62","23,40","23,40","32,00","30,62","32,00","30,62","32,00","30,62","32,00","30,62","32,00","30,62","32,00","30,62","32,00","30,62","32,00","30,62"
14-02-2017,05 - 06,"31,66","31,66","31,66","31,66","31,66","31,66","23,46","23,46","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66","31,66"
14-02-2017,06 - 07,"33,05","33,05","33,05","33,05","33,05","33,05","25,09","25,09","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","34,74","34,74","33,05","33,05","33,05","33,05","34,74","34,74"
14-02-2017,07 - 08,"34,07","34,07","34,07","34,07","36,19","36,19","25,14","25,14","34,07","34,07","36,19","36,19","36,19","36,19","36,19","36,19","46,83","46,83","36,19","36,19","36,19","36,19","46,83","46,83"
14-02-2017,08 - 09,"34,23","34,23","34,23","34,23","38,04","38,04","25,15","25,15","34,23","34,23","38,04","38,04","38,04","38,04","38,04","38,04","49,42","49,42","38,04","38,04","38,04","38,04","49,42","49,42"
14-02-2017,09 - 10,"34,15","34,15","34,15","34,15","38,15","38,15","25,17","25,17","34,15","34,15","38,15","38,15","38,15","38,15","38,15","38,15","46,89","46,89","38,15","38,15","37,05","37,05","46,89","46,89"
14-02-2017,10 - 11,"33,87","33,87","33,87","33,87","36,86","36,86","25,19","25,19","33,87","33,87","36,86","36,86","36,86","36,86","36,86","36,86","38,39","38,39","36,86","36,86","33,87","33,87","38,39","38,39"
14-02-2017,11 - 12,"33,49","28,46","33,49","28,46","33,86","28,46","25,20","25,20","33,49","28,46","33,86","28,46","33,86","28,46","33,86","28,46","36,64","28,46","33,86","28,46","33,49","28,46","36,64","28,46"
14-02-2017,12 - 13,"33,37","28,07","33,37","28,07","33,37","28,07","25,17","25,17","33,37","28,07","33,37","28,07","33,37","28,07","33,37","28,07","35,86","28,07","33,37","28,07","33,37","28,07","35,86","28,07"
14-02-2017,13 - 14,"33,43","28,07","33,43","28,07","34,65","28,07","25,23","25,23","33,43","28,07","34,65","28,07","34,65","28,07","34,65","28,07","38,33","28,07","34,65","28,07","33,43","28,07","38,33","28,07"
14-02-2017,14 - 15,"33,39","28,20","33,39","28,20","34,81","28,20","25,25","25,25","33,39","28,20","34,81","28,20","34,81","28,20","34,81","28,20","37,31","28,20","35,96","28,20","33,39","28,20","37,31","28,20"
14-02-2017,15 - 16,"33,34","28,20","33,34","28,20","34,40","28,20","25,27","25,27","33,34","28,20","34,40","28,20","34,40","28,20","34,40","28,20","41,88","28,20","35,74","28,20","33,34","28,20","41,88","28,20"
14-02-2017,16 - 17,"33,33","28,20","33,33","28,20","36,94","28,20","25,27","25,27","33,33","28,20","36,94","28,20","36,94","28,20","36,94","28,20","47,68","28,20","38,52","28,20","33,33","28,20","47,68","28,20"
14-02-2017,17 - 18,"34,81","33,50","34,81","33,50","38,78","30,60","25,27","25,27","34,81","33,50","38,78","30,60","38,78","30,60","38,78","30,60","54,58","30,60","47,86","30,60","38,78","30,60","54,58","30,60"
14-02-2017,18 - 19,"37,62","33,71","37,62","33,71","42,80","37,96","25,26","25,26","37,62","33,71","42,80","37,96","42,80","37,96","42,80","37,96","51,69","51,69","51,69","51,69","38,09","37,96","51,69","51,69"
14-02-2017,19 - 20,"35,94","33,59","35,94","33,59","36,49","36,49","35,94","25,27","35,94","33,59","36,49","36,49","36,49","36,49","36,49","36,49","46,33","46,33","36,49","36,49","36,49","36,49","46,33","46,33"
14-02-2017,20 - 21,"33,43","33,43","33,43","33,43","33,84","33,84","25,26","25,26","33,43","33,43","33,84","33,84","33,84","33,84","33,84","33,84","45,03","45,03","33,84","33,84","33,43","33,43","45,03","45,03"
14-02-2017,21 - 22,"33,30","33,30","33,30","33,30","34,77","34,77","25,25","25,25","33,30","33,30","34,91","34,91","34,91","34,91","34,91","34,91","34,91","34,91","34,91","34,91","33,30","33,30","34,91","34,91"
14-02-2017,22 - 23,"33,04","33,04","33,04","33,04","33,04","33,04","23,83","23,83","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04"
14-02-2017,23 - 00,"32,17","32,17","32,17","32,17","32,17","32,17","23,75","23,75","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17","32,17"
15-02-2017,00 - 01,"32,11","32,11","32,11","32,11","32,11","32,11","22,57","22,57","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11","32,11"
15-02-2017,01 - 02,"32,21","32,21","32,21","32,21","32,21","32,21","22,53","22,53","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21","32,21"
15-02-2017,02 - 03,"32,32","32,32","32,32","32,32","32,32","32,32","22,50","22,50","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32","32,32"
15-02-2017,03 - 04,"32,44","32,44","32,44","32,44","32,44","32,44","22,46","22,46","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44","32,44"
15-02-2017,04 - 05,"32,71","32,71","32,71","32,71","32,66","32,66","22,47","22,47","32,66","32,66","33,92","33,92","33,92","33,92","33,92","33,92","33,92","33,92","33,92","33,92","33,92","33,92","33,92","33,92"
15-02-2017,05 - 06,"32,71","30,96","32,71","30,96","32,92","30,96","22,51","22,51","32,71","30,96","37,08","30,96","37,08","30,96","37,08","30,96","37,08","30,96","50,79","36,60","37,08","30,96","37,08","30,96"
15-02-2017,06 - 07,"32,94","30,96","32,94","30,96","36,26","30,96","24,03","24,03","32,94","30,96","43,64","30,96","43,64","30,96","43,64","30,96","43,64","30,96","61,02","30,96","43,64","30,96","43,64","30,96"
15-02-2017,07 - 08,"33,92","30,10","33,92","30,10","61,48","30,10","24,18","24,18","33,92","30,10","61,48","30,10","61,48","30,10","61,48","30,10","61,48","30,10","61,48","30,10","61,48","30,10","61,48","30,10"
15-02-2017,08 - 09,"37,35","29,70","37,35","29,70","63,32","29,70","24,23","24,23","37,35","29,70","63,32","29,70","63,32","29,70","63,32","29,70","63,32","29,70","63,32","29,70","63,32","29,70","63,32","29,70"
15-02-2017,09 - 10,"34,28","29,70","34,28","29,70","59,30","29,70","24,21","24,21","34,28","29,70","59,30","29,70","59,30","29,70","59,30","29,70","59,30","29,70","59,30","29,70","59,30","29,70","59,30","29,70"
15-02-2017,10 - 11,"34,43","30,40","34,43","30,40","55,69","30,40","24,19","24,19","34,43","30,40","55,69","30,40","55,69","30,40","55,69","30,40","55,69","30,40","55,69","30,40","55,69","30,40","55,69","30,40"
15-02-2017,11 - 12,"33,70","30,37","33,70","30,37","39,66","30,37","24,18","24,18","33,70","30,37","39,66","30,37","39,66","30,37","39,66","30,37","39,66","30,37","39,66","30,37","39,66","30,37","39,66","30,37"
15-02-2017,12 - 13,"33,51","31,00","33,51","31,00","37,35","31,00","24,23","24,23","33,51","31,00","37,35","31,00","37,35","31,00","37,35","31,00","37,35","31,00","37,35","31,00","37,35","31,00","37,35","31,00"
15-02-2017,13 - 14,"33,37","33,37","33,37","33,37","38,08","38,08","24,23","24,23","33,37","33,37","38,08","38,08","38,08","38,08","38,08","38,08","38,08","38,08","38,08","38,08","38,08","38,08","38,08","38,08"
15-02-2017,14 - 15,"33,21","30,96","33,21","30,96","42,47","30,96","24,23","24,23","33,21","30,96","44,13","30,96","44,13","30,96","44,13","30,96","44,13","30,96","44,13","30,96","44,13","30,96","44,13","30,96"
15-02-2017,15 - 16,"32,95","28,14","32,95","28,14","43,02","28,14","24,19","24,19","32,95","28,14","43,02","28,14","43,02","28,14","43,02","28,14","43,02","28,14","43,02","28,14","43,02","28,14","43,02","28,14"
15-02-2017,16 - 17,"33,04","28,14","33,04","28,14","49,08","28,14","24,15","24,15","33,04","28,14","49,08","28,14","49,08","28,14","49,08","28,14","49,08","28,14","49,08","28,14","49,08","28,14","49,08","28,14"
15-02-2017,17 - 18,"33,26","29,27","33,26","29,27","59,16","29,27","24,13","24,13","33,26","29,27","59,16","29,27","59,16","29,27","59,16","29,27","59,16","29,27","59,16","29,27","59,16","29,27","59,16","29,27"
15-02-2017,18 - 19,"33,37","30,10","33,37","30,10","62,05","30,10","24,12","24,12","33,31","30,10","62,05","30,10","62,05","30,10","62,05","30,10","62,05","30,10","62,05","30,10","62,05","30,10","62,05","30,10"
15-02-2017,19 - 20,"33,21","30,10","33,21","30,10","43,81","30,10","24,11","24,11","33,21","30,10","43,81","30,10","43,81","30,10","43,81","30,10","43,81","30,10","43,81","30,10","43,81","30,10","43,81","30,10"
15-02-2017,20 - 21,"33,00","30,10","33,00","30,10","38,07","30,10","24,15","24,15","33,00","30,10","38,07","30,10","38,07","30,10","38,07","30,10","38,07","30,10","38,07","30,10","38,07","30,10","38,07","30,10"
15-02-2017,21 - 22,"32,92","28,80","32,92","28,80","35,28","28,80","24,12","24,12","32,92","28,80","35,28","28,80","35,28","28,80","35,28","28,80","35,28","28,80","35,28","28,80","35,28","28,80","35,28","28,80"
15-02-2017,22 - 23,"32,45","29,04","32,45","29,04","32,45","29,04","22,60","22,60","32,45","29,04","32,45","29,04","32,45","29,04","32,45","29,04","32,45","29,04","32,45","29,04","32,45","29,04","32,45","29,04"
15-02-2017,23 - 00,"31,38","28,52","31,38","28,52","31,38","28,52","22,55","22,55","31,38","28,52","31,38","28,52","31,38","28,52","31,38","28,52","31,38","28,52","31,38","28,52","31,38","28,52","31,38","28,52"
16-02-2017,00 - 01,"32,00","30,50","32,00","30,50","32,00","30,50","22,79","22,79","32,00","30,50","32,00","30,50","32,00","30,50","32,00","30,50","32,00","30,50","32,00","30,50","32,00","30,50","32,00","30,50"
16-02-2017,01 - 02,"31,74","30,33","31,74","30,33","31,74","30,33","22,78","22,78","31,74","30,33","31,74","30,33","31,74","30,33","31,74","30,33","31,74","30,33","31,74","30,33","30,33","30,33","31,74","30,33"
16-02-2017,02 - 03,"31,74","30,24","31,74","30,24","31,74","30,24","22,78","22,78","31,74","30,24","31,74","30,24","31,74","30,24","31,74","30,24","31,74","30,24","31,74","30,24","31,74","30,24","31,74","30,24"
