Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 11-01-2018,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
6/1/2016,03 - 04,"23,91","19,35","23,91","19,35","23,91","19,35","23,91","19,35","23,91","19,35","23,91","19,35","23,91","19,35","23,91","19,35","23,91","19,35","23,91","22,42","23,91","19,35","23,91","19,35"
6/1/2016,04 - 05,"23,91","19,51","23,91","19,51","23,91","19,51","23,91","19,51","23,91","19,51","23,91","19,51","23,91","19,51","23,91","19,51","23,91","19,51","37,00","25,99","23,91","19,51","23,91","19,51"
6/1/2016,05 - 06,"23,91","19,81","23,91","19,81","23,91","19,81","23,91","19,81","23,91","19,81","23,91","19,81","23,91","19,81","23,91","19,81","23,91","19,81","43,00","32,94","23,91","19,81","23,91","19,81"
6/1/2016,06 - 07,"23,91","20,50","23,91","20,50","23,91","20,50","23,91","20,50","23,91","20,50","23,91","20,50","23,91","20,50","23,91","20,50","23,91","20,50","50,00","34,02","23,91","20,50","23,91","20,50"
6/1/2016,07 - 08,"50,00","22,06","50,00","22,06","50,00","22,06","50,00","22,06","50,00","22,06","50,00","22,06","50,00","22,06","50,00","22,06","50,00","22,06","50,00","34,05","43,00","22,06","50,00","22,06"
6/1/2016,08 - 09,"51,97","25,19","51,97","25,19","51,97","25,19","51,97","25,19","51,97","25,19","51,97","25,19","51,97","25,19","51,97","25,19","51,97","25,19","51,97","34,06","51,97","25,19","51,97","25,19"
6/1/2016,09 - 10,"67,61","28,24","67,61","28,24","67,61","28,24","67,61","28,24","67,61","28,24","67,61","28,24","67,61","28,24","67,61","28,24","67,61","28,24","67,61","34,09","67,61","28,24","67,61","28,24"
6/1/2016,10 - 11,"67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97","67,56","34,97"
6/1/2016,11 - 12,"67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95","67,56","37,95"
6/1/2016,12 - 13,"65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37","65,00","37,37"
6/1/2016,13 - 14,"60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61","60,00","36,61"
6/1/2016,14 - 15,"51,97","29,75","51,97","29,75","51,97","29,75","51,97","29,75","51,97","29,75","51,97","29,75","51,97","29,75","51,97","29,75","51,97","29,75","51,97","35,44","51,97","29,75","51,97","29,75"
6/1/2016,15 - 16,"75,36","36,04","49,00","28,17","75,36","36,04","75,36","36,04","49,00","28,17","75,36","36,04","75,36","36,04","75,36","36,04","75,36","36,04","75,36","55,11","49,00","28,17","75,36","36,04"
6/1/2016,16 - 17,"315,00","41,28","51,97","28,23","315,00","41,28","315,00","41,28","51,97","28,23","315,00","41,28","315,00","41,28","315,00","41,28","315,00","41,28","315,00","55,11","35,38","28,23","315,00","41,28"
6/1/2016,17 - 18,"282,39","44,95","51,97","29,60","282,39","44,95","282,39","44,95","51,97","29,60","282,39","44,95","282,39","44,95","282,39","44,95","282,39","44,95","282,39","55,10","51,97","29,60","282,39","44,95"
6/1/2016,18 - 19,"114,59","46,46","51,97","28,19","114,59","46,46","114,59","46,46","51,97","28,19","114,59","46,46","114,59","46,46","114,59","46,46","114,59","46,46","114,59","55,09","51,97","28,19","114,59","46,46"
6/1/2016,19 - 20,"57,17","42,89","46,77","26,87","57,17","42,89","57,17","42,89","46,77","26,87","57,17","42,89","57,17","42,89","57,17","42,89","57,17","42,89","65,00","44,08","26,87","26,87","48,00","42,89"
6/1/2016,20 - 21,"121,61","24,87","30,14","24,87","121,61","24,87","121,61","24,87","30,14","24,87","121,61","24,87","121,61","24,87","121,61","24,87","121,61","24,87","121,61","34,45","24,87","24,87","121,61","24,87"
6/1/2016,21 - 22,"121,61","22,06","30,14","22,06","121,61","22,06","121,61","22,06","30,14","22,06","121,61","22,06","121,61","22,06","121,61","22,06","121,61","22,06","121,61","37,20","23,91","22,06","121,61","22,06"
6/1/2016,22 - 23,"75,00","20,47","25,47","20,47","75,00","20,47","75,00","20,47","25,47","20,47","75,00","20,47","75,00","20,47","75,00","20,47","75,00","20,47","75,00","34,48","25,47","20,47","75,00","20,47"
6/1/2016,23 - 00,"27,54","19,37","23,91","19,37","27,54","19,37","27,54","19,37","23,91","19,37","27,54","19,37","27,54","19,37","27,54","19,37","27,54","19,37","45,00","31,52","23,91","19,37","27,54","19,37"
7/1/2016,00 - 01,"50,90","22,61","21,94","21,94","50,90","22,61","50,90","22,61","21,94","21,94","50,90","22,61","50,90","22,61","50,90","22,61","50,90","22,61","50,90","29,10","21,94","21,94","50,90","22,61"
7/1/2016,01 - 02,"21,75","21,75","21,75","21,75","60,32","21,75","60,32","21,75","21,75","21,75","60,32","21,75","60,32","21,75","60,32","21,75","60,32","21,75","60,32","27,16","21,75","21,75","60,32","21,75"
7/1/2016,02 - 03,"21,50","14,53","21,50","14,53","40,00","21,50","40,00","21,50","21,50","14,53","40,00","21,50","40,00","21,50","40,00","21,50","40,00","21,50","50,00","27,14","21,50","21,50","40,00","21,50"
7/1/2016,03 - 04,"21,52","14,53","21,52","14,53","29,78","21,52","29,78","21,52","21,52","14,53","29,78","21,52","29,78","21,52","29,78","21,52","29,78","21,52","47,00","27,92","21,52","21,52","29,78","21,52"
7/1/2016,04 - 05,"21,83","14,53","21,60","14,53","60,00","21,83","60,00","21,83","21,60","14,53","60,00","21,83","60,00","21,83","60,00","21,83","60,00","21,83","50,00","32,66","21,60","14,53","60,00","21,83"
7/1/2016,05 - 06,"24,20","14,53","21,62","14,53","65,00","24,20","65,00","24,20","21,62","14,53","65,00","24,20","65,00","24,20","65,00","24,20","65,00","24,20","180,00","40,76","21,62","14,53","65,00","24,20"
7/1/2016,06 - 07,"27,07","16,08","22,16","16,08","65,00","27,07","65,00","27,07","22,16","16,08","65,00","27,07","65,00","27,07","65,00","27,07","65,00","27,07","220,00","57,02","22,16","16,08","65,00","27,07"
7/1/2016,07 - 08,"150,00","72,26","27,80","27,80","150,00","72,26","150,00","72,26","27,80","27,80","150,00","72,26","150,00","72,26","150,00","72,26","150,00","72,26","150,00","72,26","27,80","27,80","150,00","72,26"
7/1/2016,08 - 09,"207,52","99,93","30,48","18,70","207,52","99,93","207,52","99,93","30,48","18,70","207,52","99,93","207,52","99,93","207,52","99,93","207,52","99,93","207,52","99,93","30,48","18,70","207,52","99,93"
7/1/2016,09 - 10,"207,52","79,60","29,34","18,68","207,52","79,60","207,52","79,60","29,34","18,68","207,52","79,60","207,52","79,60","207,52","79,60","207,52","79,60","207,52","79,60","29,34","18,68","207,52","79,60"
7/1/2016,10 - 11,"173,59","74,91","29,27","29,27","173,59","74,91","173,59","74,91","29,27","29,27","173,59","74,91","173,59","74,91","173,59","74,91","173,59","74,91","173,59","74,91","29,27","29,27","173,59","74,91"
7/1/2016,11 - 12,"173,59","61,37","27,04","27,04","173,59","61,37","173,59","61,37","27,04","27,04","173,59","61,37","173,59","61,37","173,59","61,37","173,59","61,37","173,59","61,37","27,04","27,04","173,59","61,37"
7/1/2016,12 - 13,"173,59","59,91","28,44","28,44","173,59","59,91","173,59","59,91","28,44","28,44","173,59","59,91","173,59","59,91","173,59","59,91","173,59","59,91","173,59","59,91","28,44","28,44","173,59","59,91"
7/1/2016,13 - 14,"300,00","61,85","26,08","26,08","300,00","61,85","300,00","61,85","26,08","26,08","300,00","61,85","300,00","61,85","300,00","61,85","300,00","61,85","300,00","61,85","26,08","26,08","300,00","61,85"
7/1/2016,14 - 15,"300,00","59,69","24,85","24,85","300,00","59,69","300,00","59,69","24,85","24,85","300,00","59,69","300,00","59,69","300,00","59,69","300,00","59,69","300,00","59,69","24,85","24,85","300,00","59,69"
7/1/2016,15 - 16,"173,59","65,42","23,60","23,60","173,59","65,42","173,59","65,42","23,60","23,60","173,59","65,42","173,59","65,42","173,59","65,42","173,59","65,42","173,59","99,97","23,60","23,60","173,59","65,42"
7/1/2016,16 - 17,"151,61","99,94","23,00","23,00","151,61","99,94","151,61","99,94","23,00","23,00","151,61","99,94","151,61","99,94","151,61","99,94","151,61","99,94","151,61","99,94","23,00","23,00","151,61","99,94"
7/1/2016,17 - 18,"103,76","97,59","24,82","24,82","103,76","97,59","103,76","97,59","24,82","24,82","103,76","97,59","103,76","97,59","103,76","97,59","103,76","97,59","103,76","97,59","24,82","24,82","103,76","97,59"
7/1/2016,18 - 19,"99,90","26,13","22,90","22,90","99,90","69,93","99,90","69,93","22,90","22,90","99,90","69,93","99,90","69,93","99,90","69,93","99,90","69,93","99,90","69,95","22,90","22,90","99,90","69,93"
7/1/2016,19 - 20,"41,50","37,19","21,71","21,71","41,50","37,19","41,50","37,19","21,71","21,71","41,50","37,19","41,50","37,19","41,50","37,19","41,50","37,19","58,06","58,06","21,71","-20,11","41,50","37,19"
7/1/2016,20 - 21,"31,94","24,00","21,25","21,25","31,94","24,00","31,94","24,00","21,25","21,25","31,94","24,00","31,94","24,00","31,94","24,00","31,94","24,00","150,00","50,02","21,25","-20,11","31,94","24,00"
7/1/2016,21 - 22,"25,87","17,20","21,47","17,20","25,87","17,20","25,87","17,20","21,47","17,20","25,87","17,20","25,87","17,20","25,87","17,20","25,87","17,20","139,00","38,96","21,47","-20,11","25,87","17,20"
7/1/2016,22 - 23,"21,55","15,70","21,22","15,70","21,55","15,70","21,55","15,70","21,22","15,70","21,55","15,70","21,55","15,70","21,55","15,70","21,55","15,70","150,00","34,01","21,22","-20,11","21,55","15,70"
7/1/2016,23 - 00,"20,26","16,08","20,26","16,08","20,26","16,08","20,26","16,08","20,26","16,08","20,26","16,08","20,26","16,08","20,26","16,08","20,26","16,08","67,00","30,08","20,26","-20,11","20,26","16,08"
8/1/2016,00 - 01,"21,06","14,42","21,06","14,42","21,06","14,42","21,06","14,42","21,06","14,42","21,06","14,42","21,06","14,42","21,06","14,42","21,06","14,42","100,00","30,12","12,12","12,12","21,06","14,42"
8/1/2016,01 - 02,"20,16","13,39","20,16","13,39","20,16","13,39","20,16","13,39","20,16","13,39","20,16","13,39","20,16","13,39","20,16","13,39","20,16","13,39","45,00","28,56","17,23","13,39","20,16","13,39"
8/1/2016,02 - 03,"19,78","13,39","19,78","13,39","19,78","13,39","19,78","13,39","19,78","13,39","19,78","13,39","19,78","13,39","19,78","13,39","19,78","13,39","27,53","27,53","13,90","13,39","19,78","13,39"
8/1/2016,03 - 04,"19,86","13,39","19,38","13,39","19,86","13,39","19,86","13,39","19,86","13,39","19,86","13,39","19,86","13,39","19,86","13,39","19,86","13,39","27,94","27,94","12,11","12,11","19,86","13,39"
8/1/2016,04 - 05,"20,17","13,39","18,61","13,39","20,17","13,39","20,17","13,39","20,17","13,39","20,17","13,39","20,17","13,39","20,17","13,39","20,17","13,39","31,35","31,35","12,99","12,99","20,17","13,39"
8/1/2016,05 - 06,"20,73","14,00","20,54","14,00","20,73","14,00","20,73","14,00","20,73","14,00","20,73","14,00","20,73","14,00","20,73","14,00","20,73","14,00","150,00","49,12","16,98","14,00","20,73","14,00"
8/1/2016,06 - 07,"22,02","15,45","22,02","15,45","22,02","15,45","22,02","15,45","22,02","15,45","22,02","15,45","22,02","15,45","22,02","15,45","22,02","15,45","158,00","58,06","22,02","15,45","22,02","15,45"
8/1/2016,07 - 08,"29,91","16,48","24,42","16,48","29,91","16,48","29,91","16,48","24,42","16,48","29,91","16,48","29,91","16,48","29,91","16,48","29,91","16,48","100,01","19,00","27,99","16,48","29,91","16,48"
8/1/2016,08 - 09,"43,16","16,48","27,98","16,48","43,16","16,48","43,16","16,48","27,98","16,48","43,16","16,48","43,16","16,48","43,16","16,48","43,16","16,48","99,94","16,48","27,98","16,48","43,16","16,48"
8/1/2016,09 - 10,"31,00","16,48","26,60","16,48","43,71","16,48","43,71","16,48","26,60","16,48","43,71","16,48","43,71","16,48","43,71","16,48","43,71","16,48","76,04","16,48","26,60","16,48","43,71","16,48"
8/1/2016,10 - 11,"43,43","17,90","25,55","17,90","43,43","17,90","43,43","17,90","25,55","17,90","43,43","17,90","43,43","17,90","43,43","17,90","43,43","17,90","69,09","17,90","25,55","17,90","43,43","17,90"
8/1/2016,11 - 12,"36,95","19,57","25,76","19,57","36,95","19,57","36,95","19,57","25,76","19,57","36,95","19,57","36,95","19,57","36,95","19,57","36,95","19,57","50,42","19,57","25,76","19,57","36,95","19,57"
8/1/2016,12 - 13,"32,27","25,00","25,13","25,00","32,27","25,00","32,27","25,00","25,13","25,00","32,27","25,00","32,27","25,00","32,27","25,00","32,27","25,00","46,22","25,00","25,13","25,00","32,27","25,00"
8/1/2016,13 - 14,"26,78","20,00","25,58","20,00","26,78","20,00","26,78","20,00","25,58","20,00","26,78","20,00","26,78","20,00","26,78","20,00","26,78","20,00","39,29","20,00","25,58","20,00","26,78","20,00"
8/1/2016,14 - 15,"27,60","20,00","27,60","20,00","27,60","20,00","27,60","20,00","27,60","20,00","27,60","20,00","27,60","20,00","27,60","20,00","27,60","20,00","50,71","20,00","27,60","20,00","27,60","20,00"
8/1/2016,15 - 16,"32,08","20,00","30,81","20,00","32,08","20,00","32,08","20,00","30,81","20,00","32,08","20,00","32,08","20,00","32,08","20,00","32,08","20,00","77,48","20,00","30,81","20,00","32,08","20,00"
8/1/2016,16 - 17,"35,97","23,08","35,97","23,08","38,07","23,08","38,07","23,08","35,97","23,08","38,07","23,08","38,07","23,08","38,07","23,08","38,07","23,08","99,95","23,08","35,97","23,08","38,07","23,08"
8/1/2016,17 - 18,"43,56","24,00","43,56","24,00","46,16","24,00","46,16","24,00","43,56","24,00","46,16","24,00","46,16","24,00","46,16","24,00","46,16","24,00","69,09","24,00","43,56","24,00","46,16","24,00"
8/1/2016,18 - 19,"45,47","24,00","45,47","24,00","46,97","24,00","46,97","24,00","45,47","24,00","46,97","24,00","46,97","24,00","46,97","24,00","46,97","24,00","69,05","24,00","45,47","24,00","46,97","24,00"
8/1/2016,19 - 20,"38,81","24,00","38,81","24,00","40,09","24,00","40,09","24,00","38,81","24,00","40,09","24,00","40,09","24,00","40,09","24,00","40,09","24,00","43,59","24,00","38,81","24,00","40,09","24,00"
8/1/2016,20 - 21,"28,57","21,00","28,57","21,00","28,57","21,00","28,57","21,00","28,57","21,00","28,57","21,00","28,57","21,00","28,57","21,00","28,57","21,00","34,49","21,00","28,57","21,00","28,57","21,00"
8/1/2016,21 - 22,"25,09","21,00","25,09","21,00","25,09","21,00","25,09","21,00","25,09","21,00","25,09","21,00","25,09","21,00","25,09","21,00","25,09","21,00","34,49","21,00","25,09","21,00","25,09","21,00"
8/1/2016,22 - 23,"24,32","21,00","24,32","21,00","24,32","21,00","24,32","21,00","24,32","21,00","24,32","21,00","24,32","21,00","24,32","21,00","24,32","21,00","32,54","21,00","24,32","21,00","24,32","21,00"
8/1/2016,23 - 00,"22,66","21,00","22,66","21,00","22,66","21,00","22,66","21,00","22,66","21,00","22,66","21,00","22,66","21,00","22,66","21,00","22,66","21,00","29,96","21,00","22,66","21,00","22,66","21,00"
9/1/2016,00 - 01,"27,90","24,51","27,90","24,51","27,90","24,51","27,90","24,51","27,90","24,51","27,90","24,51","27,90","24,51","27,90","24,51","27,90","24,51","28,01","28,01","24,60","24,51","27,90","24,51"
9/1/2016,01 - 02,"27,90","23,44","27,90","23,44","27,90","23,44","27,90","23,44","27,90","23,44","27,90","23,44","27,90","23,44","27,90","23,44","27,90","23,44","27,90","25,64","27,30","23,44","27,90","23,44"
9/1/2016,02 - 03,"27,30","22,79","27,30","22,79","27,30","22,79","27,30","22,79","27,30","22,79","27,30","22,79","27,30","22,79","27,30","22,79","27,30","22,79","27,30","23,85","27,30","22,79","27,30","22,79"
9/1/2016,03 - 04,"27,30","22,49","27,30","22,49","27,30","22,49","27,30","22,49","27,30","22,49","27,30","22,49","27,30","22,49","27,30","22,49","27,30","22,49","27,30","25,70","27,30","22,49","27,30","22,49"
9/1/2016,04 - 05,"27,30","21,96","27,30","21,96","27,30","21,96","27,30","21,96","27,30","21,96","27,30","21,96","27,30","21,96","27,30","21,96","27,30","21,96","27,30","26,62","27,30","21,96","27,30","21,96"
9/1/2016,05 - 06,"27,00","22,25","27,00","22,25","27,00","22,25","27,00","22,25","27,00","22,25","27,00","22,25","27,00","22,25","27,00","22,25","27,00","22,25","27,69","27,69","27,00","22,25","27,00","22,25"
9/1/2016,06 - 07,"26,90","22,39","26,90","22,39","26,90","22,39","26,90","22,39","26,90","22,39","26,90","22,39","26,90","22,39","26,90","22,39","26,90","22,39","27,37","27,37","26,90","22,39","26,90","22,39"
9/1/2016,07 - 08,"26,90","22,97","26,90","22,97","26,90","22,97","26,90","21,71","26,90","22,97","26,90","22,97","26,90","22,97","26,90","22,97","26,90","22,97","29,36","29,36","26,90","22,97","26,90","22,97"
9/1/2016,08 - 09,"28,20","23,95","28,20","23,95","28,20","23,95","28,20","21,58","28,20","23,95","28,20","23,95","28,20","23,95","28,20","23,95","28,20","23,95","28,99","28,99","28,20","23,95","28,20","23,95"
9/1/2016,09 - 10,"29,45","24,70","29,45","24,70","29,45","24,70","29,45","24,39","29,45","24,70","29,45","24,70","29,45","24,70","29,45","24,70","29,45","24,70","30,45","30,45","29,45","24,70","29,45","24,70"
9/1/2016,10 - 11,"29,45","26,49","29,45","26,49","29,45","26,49","29,45","26,49","29,45","26,49","29,45","26,49","29,45","26,49","29,45","26,49","29,45","26,49","29,95","29,95","29,45","26,49","29,45","26,49"
9/1/2016,11 - 12,"29,45","26,93","29,45","26,93","29,45","26,93","29,45","26,93","29,45","26,93","29,45","26,93","29,45","26,93","29,45","26,93","29,45","26,93","30,07","30,07","29,45","26,93","29,45","26,93"
9/1/2016,12 - 13,"29,45","26,32","29,45","26,32","29,45","26,32","29,45","26,32","29,45","26,32","29,45","26,32","29,45","26,32","29,45","26,32","29,45","26,32","29,92","29,92","29,45","26,32","29,45","26,32"
9/1/2016,13 - 14,"29,70","25,32","29,70","25,32","29,70","25,32","29,70","25,32","29,70","25,32","29,70","25,32","29,70","25,32","29,70","25,32","29,70","25,32","30,88","30,88","29,70","25,32","29,70","25,32"
9/1/2016,14 - 15,"31,00","24,85","31,00","24,85","31,00","24,85","31,00","24,85","31,00","24,85","31,00","24,85","31,00","24,85","31,00","24,85","31,00","24,85","34,02","34,02","31,00","24,85","31,00","24,85"
9/1/2016,15 - 16,"33,00","26,13","33,00","26,13","33,00","26,13","33,00","26,13","33,00","26,13","33,00","26,13","33,00","26,13","33,00","26,13","33,00","26,13","49,31","49,31","33,00","26,13","33,00","26,13"
9/1/2016,16 - 17,"35,00","27,87","35,00","27,87","35,00","29,77","35,00","29,77","35,00","27,87","35,00","29,77","35,00","29,77","35,00","29,77","35,00","29,77","59,23","59,23","35,00","27,87","35,00","29,77"
9/1/2016,17 - 18,"36,72","29,09","36,72","29,09","36,72","36,10","36,72","36,10","36,72","29,09","36,72","36,10","36,72","36,10","36,72","36,10","36,72","36,10","57,92","57,92","36,72","29,09","36,72","36,10"
9/1/2016,18 - 19,"35,00","27,87","35,00","27,87","35,00","27,87","35,00","27,87","35,00","27,87","35,00","27,87","35,00","27,87","35,00","27,87","35,00","27,87","46,34","46,34","35,00","27,87","35,00","27,87"
9/1/2016,19 - 20,"31,32","24,63","31,32","24,63","31,32","24,63","31,32","24,63","31,32","24,63","31,32","24,63","31,32","24,63","31,32","24,63","31,32","24,63","38,30","38,30","31,32","24,63","31,32","24,63"
